Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Yearly Difference,Yearly Mean Difference,Normalized Difference
DEBB049,NO2,2000,29.755,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,5.846,-0.7877622789783889,-7.421020472802273
DEBB003,NO2,2000,19.738,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-10.017,-0.7877622789783889,12.715764980509814
DEBB049,NO2,2001,27.425,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,7.687000000000001,-0.4724324786324786,-16.271108248635
DEBB003,NO2,2001,20.858,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-6.567,-0.4724324786324786,13.900399098320024
DEBB055,NO2,2001,17.856,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-3.001999999999999,-0.4724324786324786,6.354347204683523
DEBB049,NO2,2002,38.377,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,20.521,0.1768657587548638,116.02585002585005
DEBB055,NO2,2002,16.56,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-21.817000000000004,0.1768657587548638,-123.35344135344138
DEBB049,NO2,2003,43.142,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,26.582000000000004,1.2274020202020202,21.657125833657034
DEBB055,NO2,2003,17.087,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-26.055000000000003,1.2274020202020202,-21.22776365946633
DEBB049,NO2,2004,39.389,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,22.302000000000003,-1.479365344467641,-15.07538356458223
DEBB055,NO2,2004,15.444,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-23.945,-1.479365344467641,16.185994953543247
DEBB049,NO2,2005,48.768,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,33.324,0.38800572519083976,85.8853306445663
DEBB055,NO2,2005,15.648,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-33.120000000000005,0.38800572519083976,-85.35956520669896
DEBB049,NO2,2006,38.598,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,22.95,1.0483598484848484,21.89133820144743
DEBB055,NO2,2006,16.915,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-21.683,1.0483598484848484,-20.682783713376235
DEBB055,NO2,2007,13.118,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-3.796999999999999,-0.6833181818181818,5.556708574469499
DEBB049,NO2,2007,33.039,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,19.921,-0.6833181818181818,-29.153329342114013
DEBB055,NO2,2008,14.421,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-18.618000000000002,0.2012898832684825,-92.49347109594736
DEBB049,NO2,2008,30.854,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,16.433,0.2012898832684825,81.63847945642404
DEBB049,NO2,2009,37.3,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,6.445999999999998,0.2801080139372823,23.012551156223942
DEBB055,NO2,2009,13.517,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-23.782999999999998,0.2801080139372823,-84.90653182570185
DEBB055,NO2,2010,15.998,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,2.481,0.5359085457271364,4.629521249066306
DEBB049,NO2,2010,43.393,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,27.395000000000003,0.5359085457271364,51.118796702205344
DEBB055,NO2,2011,14.906,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-28.487000000000002,-0.49229670329670333,57.86551039085694
DEBB049,NO2,2011,40.4,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,25.494,-0.49229670329670333,-51.78584343400522
DEBB049,NO2,2012,25.985,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-14.415,-0.8250618238021638,17.471418000618193
DEBB055,NO2,2012,15.567,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-10.418,-0.8250618238021638,12.626932551539392
DEBB049,NO2,2013,24.076,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,8.509,-0.3699945454545454,-22.997636328791092
DEBB055,NO2,2013,13.584,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-10.492,-0.3699945454545454,28.357174798645687
DEBB055,NO2,2014,12.664,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-0.9199999999999999,-0.7444154411764705,1.235869044502941
DEBB049,NO2,2014,27.93,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,15.266,-0.7444154411764705,-20.507366123241194
DEBB055,NO2,2015,12.073,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-15.857,0.10621245421245416,-149.2951096702994
DEBB049,NO2,2015,25.888,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,13.815000000000001,0.10621245421245416,130.06949234377163
DEBB049,NO2,2016,28.251,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,2.3629999999999995,-0.29958318425760283,-7.887625621764287
DEBB055,NO2,2016,14.433,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-13.818000000000001,-0.29958318425760283,46.12408414792169
DEBB049,NO2,2017,25.528,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,11.094999999999999,-0.82225,-13.493463058680447
DEBB055,NO2,2017,12.67,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-12.857999999999999,-0.82225,15.637579811492852
DEBB049,NO2,2018,26.155,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,13.485000000000001,-0.22040034364261157,-61.184115129450504
DEBB055,NO2,2018,13.631,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-12.524000000000001,-0.22040034364261157,56.82386784436323
DEBB049,NO2,2019,23.471,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,9.84,-1.2780651828298888,-7.699137831305517
DEBB055,NO2,2019,12.14,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-11.331,-1.2780651828298888,8.865744996597847
DEBB055,NO2,2020,10.843,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-1.2970000000000006,-1.4497996870109546,0.8946063457042259
DEBB049,NO2,2020,20.886,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,10.043,-1.4497996870109546,-6.927163862688925
DEBB055,NO2,2021,11.198,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-9.687999999999999,-0.06764165390505354,143.22535657686223
DEBB049,NO2,2021,21.366,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,10.168,-0.06764165390505354,-150.3215757301337
DEBB055,NO2,2022,9.968,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-11.398,-0.31672939346811824,35.986555826708624
DEBB049,NO2,2022,21.78,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,11.812000000000001,-0.31672939346811824,-37.29366532945099
DEBB055,NO2,2023,7.827,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-13.953000000000001,-0.8935428109854603,15.61536820447548
DEBB049,NO2,2023,16.037,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,8.209999999999999,-0.8935428109854603,-9.188143980415944
DEBB055,NO2,2024,7.459,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-8.578,-0.7451789264413519,11.5113292870006
DEBB049,NO2,2024,13.773,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,6.314,-0.7451789264413519,-8.473132795304476
DEBB055,NO2,2025,5.5,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-8.273,-1.0391064935064933,7.961647869298299
DEBB049,NO2,2025,7.159,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,1.6589999999999998,-1.0391064935064933,-1.5965639810426542
DEBB084,NO2,2009,11.771,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,,0.2801080139372823,
DEBB084,NO2,2010,11.251,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,-0.5200000000000014,0.5359085457271364,-0.9703148123798812
DEBB084,NO2,2011,10.6,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,-0.6509999999999998,-0.49229670329670333,1.3223732672604294
DEBB084,NO2,2012,10.529,ug/m3,Industrial,suburban,BB,Oder-Spree,Brieskow-Finkenheerd,-0.07099999999999973,-0.8250618238021638,0.08605415733915275
DEBB001,NO2,1997,11.34,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),,-0.09385059422750415,
DEBB001,NO2,1998,15.429,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),4.089,-0.8200940325497288,-4.986013600522147
DEBB001,NO2,1999,15.292,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),-0.13700000000000045,-0.6543920922570017,0.20935460807218306
DEBB001,NO2,2000,13.389,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),-1.9030000000000005,-0.7877622789783889,2.415703380044942
DEBB001,NO2,2001,12.43,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),-0.9589999999999996,-0.4724324786324786,2.029919709957195
DEBB001,NO2,2002,10.223,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),-2.206999999999999,0.1768657587548638,-12.478390478390473
DEBB001,NO2,2003,14.609,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),4.385999999999999,1.2274020202020202,3.573401320683911
DEBB006,NO2,1993,21.19,ug/m3,Background,urban,BB,Cottbus,Cottbus,,-0.93305,
DEBB006,NO2,1994,19.481,ug/m3,Background,urban,BB,Cottbus,Cottbus,-1.7089999999999996,-1.1790382513661202,1.4494864759644794
DEBB006,NO2,1995,20.082,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.6009999999999991,0.31805111111111106,1.8896333922570072
DEBB006,NO2,1996,20.52,ug/m3,Background,urban,BB,Cottbus,Cottbus,0.43799999999999883,0.633414551607445,0.6914902710846574
DEBB044,NO2,1997,60.336,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,39.816,-0.09385059422750415,-424.24877889938176
DEBB006,NO2,1997,17.359,ug/m3,Background,urban,BB,Cottbus,Cottbus,-42.977,-0.09385059422750415,457.92997214081595
DEBB006,NO2,1998,19.519,ug/m3,Background,urban,BB,Cottbus,Cottbus,2.1599999999999966,-0.8200940325497288,-2.6338443084196186
DEBB044,NO2,1999,49.58,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,30.061,-0.6543920922570017,-45.93729104567792
DEBB006,NO2,1999,17.379,ug/m3,Background,urban,BB,Cottbus,Cottbus,-32.20099999999999,-0.6543920922570017,49.207501711914915
DEBB006,NO2,2000,17.079,ug/m3,Background,urban,BB,Cottbus,Cottbus,-0.3000000000000007,-0.7877622789783889,0.3808255459871172
DEBB044,NO2,2000,42.533,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,25.454,-0.7877622789783889,-32.3117781585202
DEBB044,NO2,2001,35.085,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,-7.448,-0.4724324786324786,15.76521584959457
DEBB006,NO2,2001,19.496,ug/m3,Background,urban,BB,Cottbus,Cottbus,-15.589000000000002,-0.4724324786324786,32.997307985946534
DEBB044,NO2,2002,42.064,ug/m3,Traffic,urban,BB,Cottbus,Cottbus,22.568,0.1768657587548638,127.59959959959963
DEBB006,NO2,2002,19.203,ug/m3,Background,urban,BB,Cottbus,Cottbus,-22.861,0.1768657587548638,-129.25622325622328
DEBB064,NO2,2002,22.722,ug/m3,Background,urban,BB,Cottbus,Cottbus,3.519000000000002,0.1768657587548638,19.896445896445908
