Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City,Yearly Difference,Yearly Mean Difference,Normalized Difference
DEBB065,O3,2015,50.091,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,3.210000000000001,3.9592105263157897,0.8107676969092723
DEBB065,O3,2016,47.959,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,-2.131999999999998,-3.2604216417910448,0.6539031555528592
DEBB065,O3,2017,47.565,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,-0.39400000000000546,2.0007462686567163,-0.19692651995524332
DEBB065,O3,2018,58.197,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,10.632000000000005,5.017432330827067,2.1190121358841405
DEBB065,O3,2019,57.268,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,-0.929000000000002,-1.3091722846441949,0.7096086671682669
DEBB065,O3,2020,53.953,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,-3.3149999999999977,-0.9156863468634683,3.620235259982832
DEBB065,O3,2021,52.725,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,-1.2280000000000015,-2.200807272727273,0.5579770728757388
DEBB065,O3,2022,56.684,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,3.958999999999996,4.552683823529412,0.8695969571923469
DEBB065,O3,2023,59.511,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,2.8270000000000053,1.8135709219858154,1.558803113640855
DEBB065,O3,2024,55.581,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,-3.9299999999999997,-3.005936170212766,1.3074129913150574
DEBB065,O3,2025,56.591,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig,1.009999999999998,2.1489151291512916,0.470004601996029
DEBB050,O3,2000,46.749,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,,-1.9172966101694917,
DEBB050,O3,2001,47.168,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,0.41899999999999693,0.5456196581196582,0.767934207949867
DEBB050,O3,2002,48.313,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,1.1450000000000031,-0.0065792079207920295,-174.0331075997008
DEBB050,O3,2003,55.15,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,6.836999999999996,5.031058823529412,1.358958469740903
DEBB050,O3,2004,50.117,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,-5.033000000000001,-4.106566197183098,1.2255981660425663
DEBB050,O3,2005,50.908,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,0.7910000000000039,0.2184495677233431,3.6209730613968123
DEBB050,O3,2006,54.652,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,3.7439999999999998,2.1944298507462685,1.7061379285953309
DEBB050,O3,2007,50.173,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,-4.478999999999999,-2.3025641791044777,1.9452226524873628
DEBB050,O3,2008,48.865,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,-1.3079999999999998,-0.18010149253731333,7.262571684290784
DEBB050,O3,2009,48.916,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,0.05099999999999483,-1.1085171339563864,-0.046007407948645544
DEBB050,O3,2010,31.371,ug/m3,Background,suburban,BB,Barnim,Bernau bei Berlin,-17.544999999999998,1.3363395638629285,-13.129148065693002
DEBB086,O3,2013,48.989,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,,0.6431845018450181,
DEBB086,O3,2014,45.688,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,-3.300999999999995,-2.5478819188191877,1.2955859436099137
DEBB086,O3,2015,47.226,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,1.5379999999999967,3.9592105263157897,0.3884612828182112
DEBB086,O3,2016,43.905,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,-3.320999999999998,-3.2604216417910448,1.0185799153804156
DEBB086,O3,2017,45.282,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,1.3769999999999953,2.0007462686567163,0.6882431928384908
DEBB086,O3,2018,52.963,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,7.6810000000000045,5.017432330827067,1.5308626989960576
DEBB086,O3,2019,53.356,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.3930000000000007,-1.3091722846441949,-0.30018967297861004
DEBB086,O3,2020,50.682,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,-2.6739999999999995,-0.9156863468634683,2.9202139020193356
DEBB086,O3,2021,48.149,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,-2.5330000000000013,-2.200807272727273,1.1509413074871704
DEBB086,O3,2022,52.752,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,4.6030000000000015,4.552683823529412,1.0110519812973928
DEBB086,O3,2023,53.389,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.6370000000000005,1.8135709219858154,0.351240744035806
DEBB086,O3,2024,53.506,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,0.11699999999999733,-3.005936170212766,-0.03892298218418785
DEBB086,O3,2025,59.386,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow,5.880000000000003,2.1489151291512916,2.7362644155808487
DEBB003,O3,1991,52.436,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,,1.4034854771784235,
DEBB003,O3,1992,42.988,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-9.448,1.7184129692832764,-5.498096306815361
DEBB003,O3,1993,41.852,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-1.1360000000000028,-0.15195859872611478,7.475720423346968
DEBB003,O3,1994,50.802,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,8.950000000000003,2.561679525222552,3.493801590666362
DEBB003,O3,1995,47.152,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-3.6499999999999986,-1.044154696132597,3.4956506095496085
DEBB003,O3,1996,40.396,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-6.756,-0.7932167487684729,8.517218037174814
DEBB003,O3,1997,44.4,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,4.003999999999998,0.9911479028697573,4.039760351010042
DEBB003,O3,1998,46.697,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,2.297000000000004,1.5311703056768557,1.5001597088735419
DEBB003,O3,2000,45.679,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-1.0180000000000007,-1.9172966101694917,0.5309559275286092
DEBB003,O3,2001,45.267,ug/m3,Traffic,urban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-0.41199999999999903,0.5456196581196582,-0.755104758175052
DEBB055,O3,2001,31.429,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-13.838000000000005,0.5456196581196582,-25.361989426277663
DEBB055,O3,2002,52.084,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,20.655000000000005,-0.0065792079207920295,-3139.4356659142454
DEBB055,O3,2003,56.435,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,4.350999999999999,5.031058823529412,0.8648278926199605
DEBB055,O3,2004,51.707,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-4.7280000000000015,-4.106566197183098,1.1513268684778968
DEBB055,O3,2005,54.347,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,2.6400000000000006,0.2184495677233431,12.085169256747838
DEBB055,O3,2006,53.898,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-0.44899999999999807,2.1944298507462685,-0.20460895564618065
DEBB055,O3,2007,52.475,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-1.4230000000000018,-2.3025641791044777,0.618006660971092
DEBB055,O3,2008,50.449,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-2.0260000000000034,-0.18010149253731333,11.249212715881617
DEBB055,O3,2009,48.346,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-2.1030000000000015,-1.1085171339563864,1.8971289983531658
DEBB055,O3,2010,49.195,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.8490000000000038,1.3363395638629285,0.6353175667012487
DEBB055,O3,2011,52.217,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,3.0219999999999985,-0.6983973063973065,-4.327049907435974
DEBB055,O3,2012,50.314,ug/m3,Background,suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-1.9029999999999987,0.5109966555183948,-3.72409482420085
DEBB055,O3,2013,52.853,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,2.5390000000000015,0.6431845018450181,3.9475453664021893
DEBB055,O3,2014,47.923,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-4.93,-2.5478819188191877,1.9349405337766992
DEBB055,O3,2015,48.368,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.4450000000000003,3.9592105263157897,0.11239614489863749
DEBB055,O3,2016,47.824,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-0.544000000000004,-3.2604216417910448,0.1668495856570161
DEBB055,O3,2017,48.967,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,1.1430000000000007,2.0007462686567163,0.5712868332711678
DEBB055,O3,2018,55.829,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,6.862000000000002,5.017432330827067,1.3676317980094967
DEBB055,O3,2019,54.65,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-1.179000000000002,-1.3091722846441949,0.9005690189358302
DEBB055,O3,2020,53.168,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-1.4819999999999993,-0.9156863468634683,1.6184581162276193
DEBB055,O3,2021,51.059,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-2.1090000000000018,-2.200807272727273,0.9582847285789354
DEBB055,O3,2022,55.99,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,4.9310000000000045,4.552683823529412,1.083097397301205
DEBB055,O3,2023,61.575,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,5.585000000000001,1.8135709219858154,3.0795597416640117
DEBB055,O3,2024,56.866,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,-4.709000000000003,-3.005936170212766,1.5665668641482469
DEBB055,O3,2025,57.182,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel,0.3160000000000025,2.1489151291512916,0.14705094478291744
DEBB001,O3,1993,43.608,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),,-0.15195859872611478,
DEBB001,O3,1994,49.427,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),5.819000000000003,2.561679525222552,2.2715565872723533
DEBB001,O3,1995,43.583,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),-5.844000000000001,-1.044154696132597,5.596871825262445
DEBB001,O3,2000,47.541,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),3.9579999999999984,-1.9172966101694917,-2.0643649913145707
DEBB001,O3,2001,46.017,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),-1.5239999999999938,0.5456196581196582,-2.7931544938319837
DEBB001,O3,2002,49.575,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),3.558,-0.0065792079207920295,-540.7945823927806
DEBB001,O3,2003,57.301,ug/m3,Background,suburban,BB,Spree-Neiße,Burg (Spreewald),7.725999999999999,5.031058823529412,1.535660836217379
DEBB006,O3,1993,46.688,ug/m3,Background,urban,BB,Cottbus,Cottbus,,-0.15195859872611478,
DEBB006,O3,1994,49.119,ug/m3,Background,urban,BB,Cottbus,Cottbus,2.4309999999999974,2.561679525222552,0.9489867784256887
DEBB006,O3,1995,44.157,ug/m3,Background,urban,BB,Cottbus,Cottbus,-4.962000000000003,-1.044154696132597,4.752169403995938
DEBB006,O3,1996,43.117,ug/m3,Background,urban,BB,Cottbus,Cottbus,-1.0399999999999991,-0.7932167487684729,1.31111704539103
DEBB006,O3,1997,46.203,ug/m3,Background,urban,BB,Cottbus,Cottbus,3.0860000000000056,0.9911479028697573,3.113561549255
DEBB006,O3,1998,48.394,ug/m3,Background,urban,BB,Cottbus,Cottbus,2.1909999999999954,1.5311703056768557,1.4309316160826806
DEBB006,O3,1999,50.962,ug/m3,Background,urban,BB,Cottbus,Cottbus,2.568000000000005,1.408478260869565,1.8232443278283723
DEBB006,O3,2000,48.345,ug/m3,Background,urban,BB,Cottbus,Cottbus,-2.6170000000000044,-1.9172966101694917,1.3649426938530174
DEBB006,O3,2001,45.591,ug/m3,Background,urban,BB,Cottbus,Cottbus,-2.753999999999998,0.5456196581196582,-5.047472097121593
DEBB006,O3,2002,50.193,ug/m3,Background,urban,BB,Cottbus,Cottbus,4.601999999999997,-0.0065792079207920295,-699.476297968402
DEBB064,O3,2002,23.292,ug/m3,Background,urban,BB,Cottbus,Cottbus,-26.900999999999996,-0.0065792079207920295,4088.7900677201205
DEBB064,O3,2003,55.649,ug/m3,Background,urban,BB,Cottbus,Cottbus,32.357,5.031058823529412,6.431449349920494
DEBB064,O3,2004,50.532,ug/m3,Background,urban,BB,Cottbus,Cottbus,-5.117000000000004,-4.106566197183098,1.2460532119292302
DEBB064,O3,2005,52.34,ug/m3,Background,urban,BB,Cottbus,Cottbus,1.808000000000007,0.2184495677233431,8.276509854621276
DEBB064,O3,2006,56.941,ug/m3,Background,urban,BB,Cottbus,Cottbus,4.600999999999999,2.1944298507462685,2.096672171332029
DEBB064,O3,2007,52.666,ug/m3,Background,urban,BB,Cottbus,Cottbus,-4.275000000000006,-2.3025641791044777,1.856625773472536
DEBB064,O3,2008,51.666,ug/m3,Background,urban,BB,Cottbus,Cottbus,-1.0,-0.18010149253731333,5.5524248350846985
DEBB064,O3,2009,48.206,ug/m3,Background,urban,BB,Cottbus,Cottbus,-3.4599999999999937,-1.1085171339563864,3.121286892202538
DEBB064,O3,2010,52.887,ug/m3,Background,urban,BB,Cottbus,Cottbus,4.680999999999997,1.3363395638629285,3.502852214050095
DEBB064,O3,2011,52.842,ug/m3,Background,urban,BB,Cottbus,Cottbus,-0.045000000000001705,-0.6983973063973065,0.06443323819808945
DEBB064,O3,2012,52.706,ug/m3,Background,urban,BB,Cottbus,Cottbus,-0.13599999999999568,0.5109966555183948,-0.26614655601224374
DEBB064,O3,2013,53.242,ug/m3,Background,Urban,BB,Cottbus,Cottbus,0.5359999999999943,0.6431845018450181,0.8333534133089995
DEBB064,O3,2014,49.164,ug/m3,Background,Urban,BB,Cottbus,Cottbus,-4.077999999999996,-2.5478819188191877,1.6005451311848624
DEBB064,O3,2015,51.241,ug/m3,Background,Urban,BB,Cottbus,Cottbus,2.076999999999998,3.9592105263157897,0.5245995347291454
DEBB064,O3,2016,47.206,ug/m3,Background,Urban,BB,Cottbus,Cottbus,-4.034999999999997,-3.2604216417910448,1.2375699965552471
DEBB064,O3,2017,52.327,ug/m3,Background,Urban,BB,Cottbus,Cottbus,5.120999999999995,2.0007462686567163,2.5595449459157007
DEBB064,O3,2018,59.982,ug/m3,Background,Urban,BB,Cottbus,Cottbus,7.655000000000001,5.017432330827067,1.5256807656314042
DEBB064,O3,2019,58.92,ug/m3,Background,Urban,BB,Cottbus,Cottbus,-1.0619999999999976,-1.3091722846441949,0.8111995743086072
DEBB064,O3,2020,52.634,ug/m3,Background,Urban,BB,Cottbus,Cottbus,-6.286000000000001,-0.9156863468634683,6.864796031448598
DEBB064,O3,2021,57.659,ug/m3,Background,Urban,BB,Cottbus,Cottbus,5.024999999999999,-2.200807272727273,-2.2832530872968917
DEBB064,O3,2022,58.433,ug/m3,Background,Urban,BB,Cottbus,Cottbus,0.7740000000000009,4.552683823529412,0.17000960971631168
DEBB064,O3,2023,61.143,ug/m3,Background,Urban,BB,Cottbus,Cottbus,2.710000000000001,1.8135709219858154,1.4942895075934597
DEBB064,O3,2024,57.207,ug/m3,Background,Urban,BB,Cottbus,Cottbus,-3.936,-3.005936170212766,1.3094090416834774
DEBB064,O3,2025,62.419,ug/m3,Background,Urban,BB,Cottbus,Cottbus,5.211999999999996,2.1489151291512916,2.4254098867359466
DEBB110,O3,2019,49.628,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz,,-1.3091722846441949,
DEBB110,O3,2020,52.691,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz,3.0630000000000024,-0.9156863468634683,-3.3450318556040513
DEBB110,O3,2021,53.073,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz,0.3819999999999979,-2.200807272727273,-0.17357267250694688
DEBB110,O3,2022,55.76,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz,2.6869999999999976,4.552683823529412,0.5902013195190291
DEBB110,O3,2023,59.018,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz,3.2580000000000027,1.8135709219858154,1.796455799165865
DEBB110,O3,2024,56.159,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz,-2.8590000000000018,-3.005936170212766,0.9511180005520997
DEBB110,O3,2025,57.721,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz,1.5619999999999976,2.1489151291512916,0.7268784042750471
DEUB023,O3,1991,40.476,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,,1.4034854771784235,
DEUB023,O3,1992,41.854,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,1.3780000000000001,1.7184129692832764,0.8019027001261185
DEUB023,O3,1993,48.373,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,6.518999999999998,-0.15195859872611478,-42.89984281672425
DEUB023,O3,1994,43.609,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,-4.763999999999996,2.561679525222552,-1.8597174053558132
DEUB023,O3,1995,53.285,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,9.675999999999995,-1.044154696132597,-9.266826109041645
DEUB023,O3,1996,46.785,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,-6.5,-0.7932167487684729,8.194481533693944
DEUB023,O3,1997,47.731,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,0.9460000000000051,0.9911479028697573,0.9544488741397409
DEUB023,O3,1998,58.777,ug/m3,Background,rural,BB,Elbe-Elster,Doberlug-Kirchhain,11.046,1.5311703056768557,7.214089744979153
DEBB034,O3,1996,39.341,ug/m3,Traffic,suburban,BB,Barnim,Eberswalde,,-0.7932167487684729,
DEBB034,O3,1997,43.182,ug/m3,Traffic,suburban,BB,Barnim,Eberswalde,3.841000000000001,0.9911479028697573,3.8753045724849113
DEBB034,O3,1998,44.647,ug/m3,Traffic,suburban,BB,Barnim,Eberswalde,1.4649999999999963,1.5311703056768557,0.9567844899868218
DEBB034,O3,1999,52.696,ug/m3,Traffic,suburban,BB,Barnim,Eberswalde,8.049,1.408478260869565,5.714678191078871
DEBB032,O3,1994,42.893,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,,2.561679525222552,
DEBB032,O3,1995,47.497,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,4.603999999999999,-1.044154696132597,-4.409308330511343
DEBB032,O3,1996,41.873,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-5.624000000000002,-0.7932167487684729,7.090117560845348
DEBB032,O3,1997,48.378,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,6.505000000000003,0.9911479028697573,6.5630971736564305
DEBB032,O3,1998,50.464,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,2.0859999999999985,1.5311703056768557,1.3623566185068352
DEBB032,O3,1999,52.056,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,1.5919999999999987,1.408478260869565,1.130297885476153
DEBB032,O3,2000,49.025,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-3.030999999999999,-1.9172966101694917,1.580871725284099
DEBB032,O3,2001,48.16,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-0.865000000000002,0.5456196581196582,-1.5853534364597646
DEBB032,O3,2002,46.221,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-1.939,-0.0065792079207920295,294.71632806621744
DEBB032,O3,2003,52.002,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,5.781000000000006,5.031058823529412,1.1490622953886458
DEBB032,O3,2004,51.901,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-0.10099999999999909,-4.106566197183098,0.02459475755420188
DEBB032,O3,2005,53.357,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,1.455999999999996,0.2184495677233431,6.665153953721514
DEBB032,O3,2006,56.501,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,3.1439999999999984,2.1944298507462685,1.4327183887563348
DEBB032,O3,2007,53.959,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-2.5419999999999945,-2.3025641791044777,1.103986600273022
DEBB032,O3,2008,52.027,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-1.9320000000000022,-0.18010149253731333,10.727284781383648
DEBB032,O3,2009,49.618,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-2.408999999999999,-1.1085171339563864,2.1731734460450647
DEBB032,O3,2010,51.915,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,2.296999999999997,1.3363395638629285,1.7188745002506007
DEBB032,O3,2011,51.259,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-0.6559999999999988,-0.6983973063973065,0.9392934279543332
DEBB032,O3,2012,48.548,ug/m3,Industrial,suburban,BB,Oder-Spree,Eisenhüttenstadt,-2.7109999999999985,0.5109966555183948,-5.305318480508936
DEBB032,O3,2013,52.14,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,3.5919999999999987,0.6431845018450181,5.584711680234994
DEBB032,O3,2014,49.049,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,-3.091000000000001,-2.5478819188191877,1.2131645415626329
DEBB032,O3,2015,53.36,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,4.311,3.9592105263157897,1.088853439680957
DEBB032,O3,2016,49.774,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,-3.5859999999999985,-3.2604216417910448,1.0998577466287778
DEBB032,O3,2017,52.649,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,2.875,2.0007462686567163,1.436963819470347
DEBB032,O3,2018,58.023,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,5.374000000000002,5.017432330827067,1.071065765447834
DEBB032,O3,2019,59.276,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,1.2530000000000001,-1.3091722846441949,-0.9570932830590275
DEBB032,O3,2020,56.913,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,-2.3630000000000067,-0.9156863468634683,2.580577954551874
DEBB032,O3,2021,53.692,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt,-3.2209999999999965,-2.200807272727273,1.4635538694892105
