Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City
DEBB029,PM10,2022,14.665,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB073,PM10,2013,21.351,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB073,PM10,2016,20.369,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB073,PM10,2020,14.547,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB073,PM10,2021,15.433,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB073,PM10,2020,17.097,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBE056,PM10,2013,18.877,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB066,PM10,2017,15.387,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,PM10,2019,14.271,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB044,PM10,2016,19.674,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBB045,PM10,2024,18.542,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB045,PM10,2017,22.67,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB045,PM10,2019,19.145,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB045,PM10,2022,17.74,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB045,PM10,2023,18.426,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB045,PM10,2023,18.863,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB048,PM10,2013,17.693,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,PM10,2025,10.341,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBW005,PM10,2020,15.352,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,PM10,2021,14.62,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBB099,PM10,2016,22.322,ug/m3,Traffic,Suburban,BB,Märkisch-Oderland,Rüdersdorf bei Berlin
DEBB109,PM10,2023,14.21,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBB053,PM10,2017,17.481,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,PM10,2023,11.873,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBW013,PM10,2018,16.55,ug/m3,Background,Urban,BW,Stuttgart,Stuttgart
DEBW013,PM10,2024,12.927,ug/m3,Background,Urban,BW,Stuttgart,Stuttgart
DEBB088,PM10,2013,13.561,ug/m3,Industrial,Suburban,BB,Havelland,Premnitz
DEBE125,PM10,2023,18.805,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB092,PM10,2013,15.742,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,PM10,2015,18.755,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,PM10,2019,16.859,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB075,PM10,2014,19.175,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB075,PM10,2021,13.976,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB007,PM10,2015,19.19,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB007,PM10,2017,18.545,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB007,PM10,2019,16.662,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBE051,PM10,2024,14.782,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBB099,PM10,2016,26.827,ug/m3,Traffic,Suburban,BB,Märkisch-Oderland,Rüdersdorf bei Berlin
DEBB083,PM10,2015,19.226,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB083,PM10,2016,18.425,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB109,PM10,2019,16.494,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBE064,PM10,2021,24.32,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB110,PM10,2021,12.455,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBB063,PM10,2013,14.882,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB092,PM10,2017,17.662,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,PM10,2021,15.027,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB064,PM10,2017,17.676,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB064,PM10,2017,19.399,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB064,PM10,2020,14.874,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB032,PM10,2017,16.996,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,PM10,2018,19.393,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB110,PM10,2022,14.857,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBB021,PM10,2023,13.291,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB065,PM10,2022,11.841,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,PM10,2023,9.94,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB007,PM10,2020,13.94,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBE127,PM10,2023,20.358,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBW022,PM10,2015,18.36,ug/m3,Industrial,Suburban,BW,Ortenaukreis,Kehl
DEBB066,PM10,2015,19.341,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,PM10,2016,16.204,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,PM10,2022,12.661,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,PM10,2024,13.098,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,PM10,2025,8.0,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB054,PM10,2019,19.173,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB054,PM10,2023,16.222,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB054,PM10,2024,16.606,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB054,PM10,2019,20.308,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB048,PM10,2019,16.265,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,PM10,2024,12.889,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB067,PM10,2013,17.779,ug/m3,Background,Suburban,BB,Havelland,Nauen
DEBB067,PM10,2016,17.841,ug/m3,Background,Suburban,BB,Havelland,Nauen
DEBB067,PM10,2015,17.406,ug/m3,Background,Suburban,BB,Havelland,Nauen
DEBB086,PM10,2015,19.749,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBB086,PM10,2017,19.325,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBE010,PM10,2015,21.737,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB068,PM10,2017,21.789,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
DEBW009,PM10,2018,15.959,ug/m3,Background,Urban,BW,Heidelberg,Heidelberg
DEBB021,PM10,2021,13.576,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB111,PM10,2022,14.382,ug/m3,Background,Urban,BB,Elbe-Elster,Elsterwerda
DEBB111,PM10,2023,12.47,ug/m3,Background,Urban,BB,Elbe-Elster,Elsterwerda
DEBB029,PM10,2016,18.32,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB029,PM10,2017,15.606,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB083,PM10,2014,20.86,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB083,PM10,2018,20.393,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBW024,PM10,2023,11.226,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBB083,PM10,2023,14.244,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBW024,PM10,2020,14.078,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBB083,PM10,2016,19.775,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB042,PM10,2013,20.286,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB063,PM10,2020,11.026,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,PM10,2023,11.858,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB044,PM10,2020,14.072,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBW031,PM10,2022,7.8,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBE032,PM10,2013,18.333,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE032,PM10,2023,11.118,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB075,PM10,2018,17.781,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB111,PM10,2024,14.469,ug/m3,Background,Urban,BB,Elbe-Elster,Elsterwerda
DEBB045,PM10,2016,21.389,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB112,PM10,2023,13.64,ug/m3,Background,Suburban,BB,Dahme-Spreewald,Wildau
DEBW015,PM10,2014,18.282,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBE065,PM10,2020,22.3,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE032,PM10,2021,15.222,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE032,PM10,2022,13.748,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBW015,PM10,2018,19.726,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,PM10,2022,16.323,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBB045,PM10,2015,22.104,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB045,PM10,2025,19.698,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB049,PM10,2019,19.736,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBW004,PM10,2015,20.365,ug/m3,Background,Rural,BW,Karlsruhe,Eggenstein-Leopoldshafen
DEBW004,PM10,2022,15.444,ug/m3,Background,Rural,BW,Karlsruhe,Eggenstein-Leopoldshafen
DEBW004,PM10,2014,16.909,ug/m3,Background,Rural,BW,Karlsruhe,Eggenstein-Leopoldshafen
DEBB021,PM10,2013,19.883,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,PM10,2017,17.832,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,PM10,2020,13.053,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBW010,PM10,2022,12.936,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBW004,PM10,2021,12.889,ug/m3,Background,Rural,BW,Karlsruhe,Eggenstein-Leopoldshafen
DEBW010,PM10,2013,18.502,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBW010,PM10,2017,15.99,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBB021,PM10,2018,19.527,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBW023,PM10,2015,17.869,ug/m3,Background,Suburban,BW,Lörrach,Weil am Rhein
DEBB053,PM10,2013,17.168,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,PM10,2021,14.969,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,PM10,2022,15.052,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB045,PM10,2015,26.111,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB053,PM10,2024,13.495,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBE034,PM10,2015,22.162,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB021,PM10,2019,16.602,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,PM10,2025,10.341,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBW015,PM10,2016,19.671,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,PM10,2025,33.354,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,PM10,2016,19.541,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,PM10,2017,19.988,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW031,PM10,2015,8.897,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBW031,PM10,2018,8.647,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBW031,PM10,2020,7.201,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBW039,PM10,2016,14.22,ug/m3,Background,Suburban,BW,Schwarzwald-Baar-Kreis,Villingen-Schwenningen
DEBB110,PM10,2023,13.735,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBW039,PM10,2015,14.559,ug/m3,Background,Suburban,BW,Schwarzwald-Baar-Kreis,Villingen-Schwenningen
DEBB053,PM10,2018,19.262,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB064,PM10,2023,12.594,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB064,PM10,2025,9.455,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBE065,PM10,2019,23.952,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB044,PM10,2013,23.825,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBB044,PM10,2017,21.806,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBB029,PM10,2022,15.209,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB029,PM10,2025,10.302,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBE068,PM10,2014,25.471,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE068,PM10,2016,22.032,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB073,PM10,2023,16.592,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBE068,PM10,2018,22.718,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB065,PM10,2022,12.231,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,PM10,2025,7.364,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBW010,PM10,2013,17.796,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBE067,PM10,2013,24.419,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB086,PM10,2023,13.441,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBE068,PM10,2013,22.92,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE068,PM10,2023,16.982,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB053,PM10,2023,11.956,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBW010,PM10,2016,16.051,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBW027,PM10,2021,12.821,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBW023,PM10,2018,14.392,ug/m3,Background,Suburban,BW,Lörrach,Weil am Rhein
DEBW027,PM10,2014,16.521,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBW027,PM10,2018,15.659,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBB021,PM10,2014,21.007,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB060,PM10,2019,19.294,ug/m3,Traffic,Urban,BB,Barnim,Eberswalde
DEBB060,PM10,2023,16.028,ug/m3,Traffic,Urban,BB,Barnim,Eberswalde
DEBB021,PM10,2014,21.422,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,PM10,2022,16.587,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB060,PM10,2013,22.184,ug/m3,Traffic,Urban,BB,Barnim,Eberswalde
DEBB048,PM10,2015,17.843,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,PM10,2021,15.156,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB055,PM10,2022,14.187,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBW004,PM10,2024,12.131,ug/m3,Background,Rural,BW,Karlsruhe,Eggenstein-Leopoldshafen
DEBB075,PM10,2021,13.699,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBW076,PM10,2013,15.253,ug/m3,Background,Suburban,BW,Baden-Baden,Baden-Baden
DEBW076,PM10,2014,16.087,ug/m3,Background,Suburban,BW,Baden-Baden,Baden-Baden
DEBW076,PM10,2018,14.398,ug/m3,Background,Suburban,BW,Baden-Baden,Baden-Baden
DEBW076,PM10,2019,11.877,ug/m3,Background,Suburban,BW,Baden-Baden,Baden-Baden
DEBW076,PM10,2014,14.096,ug/m3,Background,Suburban,BW,Baden-Baden,Baden-Baden
DEBE010,PM10,2019,17.81,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBW019,PM10,2019,15.441,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBW010,PM10,2023,10.78,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBW019,PM10,2014,17.483,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBW019,PM10,2015,18.443,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBW019,PM10,2018,17.266,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBW019,PM10,2024,13.693,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBB029,PM10,2024,14.026,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB068,PM10,2014,27.101,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
DEBB044,PM10,2013,25.224,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBB044,PM10,2017,22.275,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBB054,PM10,2014,26.511,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB054,PM10,2021,15.787,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBW005,PM10,2021,14.395,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,PM10,2014,18.375,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,PM10,2015,18.559,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBB029,PM10,2015,18.174,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBE034,PM10,2019,18.949,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB049,PM10,2014,25.243,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB049,PM10,2016,21.331,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB064,PM10,2015,18.951,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB049,PM10,2018,24.287,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB068,PM10,2015,21.284,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
DEBB068,PM10,2018,22.363,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
