Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City
DEBB075,NO2,2025,4.568,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBE061,NO2,2014,49.063,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB063,NO2,2013,11.025,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,NO2,2016,9.793,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,NO2,2020,7.69,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB109,NO2,2020,11.989,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBB053,NO2,2013,9.728,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,NO2,2018,9.063,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,NO2,2021,7.291,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,NO2,2022,6.842,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB088,NO2,2014,9.27,ug/m3,Industrial,Suburban,BB,Havelland,Premnitz
DEBB032,NO2,2015,11.832,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB092,NO2,2018,12.87,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,NO2,2024,8.634,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBE018,NO2,2015,25.771,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB007,NO2,2016,13.353,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBE018,NO2,2016,26.073,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE027,NO2,2018,13.824,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE027,NO2,2022,9.479,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBW022,NO2,2024,18.293,ug/m3,Industrial,Suburban,BW,Ortenaukreis,Kehl
DEBE083,NO2,2020,26.204,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE083,NO2,2022,22.335,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE083,NO2,2024,20.048,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE085,NO2,2022,30.909,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE087,NO2,2022,30.384,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE088,NO2,2021,29.409,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE088,NO2,2024,25.262,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE089,NO2,2020,36.529,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE062,NO2,2016,13.234,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE090,NO2,2019,42.2,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE062,NO2,2019,10.951,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE091,NO2,2022,32.442,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE094,NO2,2019,40.123,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE094,NO2,2023,21.982,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE095,NO2,2020,30.838,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE100,NO2,2021,17.402,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE101,NO2,2019,41.215,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE101,NO2,2024,31.975,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE103,NO2,2020,28.766,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE103,NO2,2023,24.226,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE106,NO2,2022,26.551,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE111,NO2,2020,20.217,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE113,NO2,2021,29.919,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE114,NO2,2020,37.449,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE114,NO2,2023,30.455,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE115,NO2,2020,35.197,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE115,NO2,2022,27.169,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE116,NO2,2021,23.943,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE117,NO2,2019,42.94,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE121,NO2,2023,34.816,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB055,NO2,2015,12.073,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB055,NO2,2022,9.968,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB055,NO2,2023,7.827,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB048,NO2,2021,12.328,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB007,NO2,2014,15.219,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB021,NO2,2020,12.958,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,NO2,2021,13.125,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,NO2,2024,9.468,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB063,NO2,2022,7.773,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBW009,NO2,2016,24.628,ug/m3,Background,Urban,BW,Heidelberg,Heidelberg
DEBB109,NO2,2021,11.432,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBB063,NO2,2018,9.221,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBE064,NO2,2014,51.793,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB110,NO2,2020,10.873,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBB110,NO2,2019,11.409,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBB110,NO2,2023,8.336,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBW015,NO2,2013,30.693,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBE063,NO2,2023,31.773,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBW015,NO2,2016,28.841,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,NO2,2017,25.869,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,NO2,2022,18.77,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBB065,NO2,2016,7.117,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,NO2,2017,6.569,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB021,NO2,2017,15.052,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,NO2,2022,12.997,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBE032,NO2,2014,14.242,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE032,NO2,2016,14.33,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE127,NO2,2023,28.642,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE127,NO2,2024,26.824,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB007,NO2,2013,14.413,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB007,NO2,2015,13.59,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB054,NO2,2013,44.14,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB126,NO2,2025,8.568,ug/m3,Traffic,Urban,BB,Oberhavel,Oranienburg
DEBB067,NO2,2023,9.226,ug/m3,Background,Suburban,BB,Havelland,Nauen
DEBE065,NO2,2018,37.489,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE065,NO2,2024,23.061,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB021,NO2,2018,16.456,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,NO2,2023,10.89,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBE056,NO2,2020,9.415,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE056,NO2,2024,6.883,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB064,NO2,2017,13.334,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB064,NO2,2024,8.571,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBE027,NO2,2013,15.281,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB073,NO2,2023,20.836,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBE027,NO2,2024,7.622,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB112,NO2,2023,11.269,ug/m3,Background,Suburban,BB,Dahme-Spreewald,Wildau
DEBB044,NO2,2016,31.179,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBB044,NO2,2022,21.781,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBB064,NO2,2018,12.478,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBE064,NO2,2020,36.243,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB045,NO2,2014,33.241,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB112,NO2,2025,6.977,ug/m3,Background,Suburban,BB,Dahme-Spreewald,Wildau
DEBB083,NO2,2019,8.589,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB083,NO2,2025,4.659,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB049,NO2,2023,16.037,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB045,NO2,2022,27.607,ug/m3,Traffic,Urban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB032,NO2,2013,13.083,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,NO2,2014,11.424,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,NO2,2018,11.66,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,NO2,2024,6.576,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB087,NO2,2014,24.807,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBE067,NO2,2016,51.052,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB068,NO2,2015,28.23,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
DEBB029,NO2,2013,10.988,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB029,NO2,2025,5.5,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBE034,NO2,2014,26.802,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE034,NO2,2021,19.272,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE034,NO2,2016,27.049,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBW010,NO2,2013,19.761,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBW010,NO2,2016,18.531,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBW010,NO2,2022,11.402,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBB086,NO2,2015,16.02,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBB086,NO2,2021,13.23,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBB086,NO2,2025,5.136,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBW023,NO2,2019,16.773,ug/m3,Background,Suburban,BW,Lörrach,Weil am Rhein
DEBB032,NO2,2016,12.915,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,NO2,2019,10.889,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,NO2,2020,9.794,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,NO2,2025,5.841,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBE066,NO2,2023,12.121,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB048,NO2,2013,15.265,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,NO2,2015,14.548,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,NO2,2018,12.967,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB042,NO2,2013,13.321,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBW027,NO2,2019,23.294,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBW027,NO2,2020,19.915,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBW027,NO2,2022,18.195,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBE051,NO2,2021,11.057,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBE010,NO2,2017,28.422,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE010,NO2,2020,22.224,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB110,NO2,2025,3.864,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBW019,NO2,2020,20.751,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBB029,NO2,2014,10.422,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB029,NO2,2017,8.23,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB048,NO2,2017,17.499,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBE065,NO2,2013,40.502,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE010,NO2,2013,26.824,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE065,NO2,2019,35.118,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE010,NO2,2021,21.287,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE010,NO2,2022,18.971,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE010,NO2,2024,17.209,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBW019,NO2,2016,28.035,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBB053,NO2,2019,8.771,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,NO2,2023,4.678,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB063,NO2,2023,5.844,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,NO2,2024,5.455,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB029,NO2,2018,11.001,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB029,NO2,2024,6.545,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB048,NO2,2022,11.939,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBE062,NO2,2017,11.831,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE062,NO2,2024,6.882,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE069,NO2,2015,48.915,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE067,NO2,2021,22.68,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBW005,NO2,2018,24.334,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,NO2,2019,23.266,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,NO2,2021,19.376,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBE067,NO2,2013,62.876,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE067,NO2,2017,44.727,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE067,NO2,2022,19.557,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB049,NO2,2017,25.528,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB049,NO2,2025,7.159,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB066,NO2,2020,5.538,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBE068,NO2,2020,18.212,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBW005,NO2,2015,28.273,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,NO2,2023,15.166,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW056,NO2,2025,16.549,ug/m3,Background,Suburban,BW,Schwäbisch Hall,Schwäbisch Hall
DEBW013,NO2,2016,31.481,ug/m3,Background,Urban,BW,Stuttgart,Stuttgart
DEBB054,NO2,2022,23.327,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB054,NO2,2024,18.884,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB060,NO2,2015,27.396,ug/m3,Traffic,Urban,BB,Barnim,Eberswalde
DEBB060,NO2,2022,18.36,ug/m3,Traffic,Urban,BB,Barnim,Eberswalde
DEBW029,NO2,2018,21.72,ug/m3,Background,Suburban,BW,Ostalbkreis,Aalen
DEBB029,NO2,2015,10.694,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB060,NO2,2023,17.011,ug/m3,Traffic,Urban,BB,Barnim,Eberswalde
DEBB044,NO2,2021,21.492,ug/m3,Traffic,Urban,BB,Cottbus,Cottbus
DEBW019,NO2,2024,14.99,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBW042,NO2,2016,29.85,ug/m3,Background,Suburban,BW,Esslingen,Filderstadt
DEBW042,NO2,2020,20.282,ug/m3,Background,Suburban,BW,Esslingen,Filderstadt
DEBB042,NO2,2014,16.738,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB065,NO2,2015,6.67,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,NO2,2022,5.969,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBE018,NO2,2020,18.434,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB054,NO2,2018,36.119,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB054,NO2,2021,24.14,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB054,NO2,2023,20.859,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB065,NO2,2014,7.26,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,NO2,2024,4.462,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB073,NO2,2022,24.362,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB073,NO2,2025,14.523,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB068,NO2,2016,26.755,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
DEBB068,NO2,2018,23.78,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
DEBB068,NO2,2024,14.855,ug/m3,Traffic,Urban,BB,Barnim,Bernau bei Berlin
DEBB053,NO2,2017,9.11,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBE061,NO2,2018,43.437,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE051,NO2,2015,14.024,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBE051,NO2,2024,8.632,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBE063,NO2,2018,48.962,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE063,NO2,2022,33.197,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBW024,NO2,2020,19.377,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBB054,NO2,2015,44.607,ug/m3,Traffic,Urban,BB,Potsdam,Potsdam
DEBB049,NO2,2022,21.78,ug/m3,Traffic,Urban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBW038,NO2,2021,16.481,ug/m3,Background,Urban,BW,Bodenseekreis,Friedrichshafen
DEBW038,NO2,2025,25.492,ug/m3,Background,Urban,BW,Bodenseekreis,Friedrichshafen
DEBB064,NO2,2013,15.104,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB064,NO2,2020,10.61,ug/m3,Background,Urban,BB,Cottbus,Cottbus
