City,Year,Average,Air Quality Station Type
Ansbach,2000,31.183,Traffic
Ansbach,2001,28.581,Traffic
Ansbach,2002,28.486,Traffic
Ansbach,2003,40.808,Traffic
Ansbach,2004,31.425,Traffic
Ansbach,2005,30.154,Traffic
Ansbach,2006,31.061,Traffic
Ansbach,2007,24.461,Traffic
Ansbach,2008,22.615,Traffic
Ansbach,2009,25.101,Traffic
Ansbach,2010,25.202,Traffic
Ansbach,2011,24.461,Traffic
Ansbach,2012,23.18,Traffic
Ansbach,2013,23.063,Traffic
Ansbach,2014,20.424,Traffic
Ansbach,2015,19.649,Traffic
Ansbach,2016,17.504,Traffic
Ansbach,2017,20.128,Traffic
Ansbach,2018,19.028,Traffic
Ansbach,2019,17.899,Traffic
Ansbach,2020,16.837,Traffic
Ansbach,2021,16.168,Traffic
Ansbach,2022,16.332,Traffic
Ansbach,2023,14.752,Traffic
Ansbach,2024,14.743,Traffic
Ansbach,2025,22.128,Traffic
Apolda,2000,39.506,Background
Apolda,2001,27.066,Background
Apolda,2002,29.613,Background
Arnstadt,2000,38.49,Background
Arnstadt,2001,23.984,Background
Arnstadt,2002,24.743,Background
Arnstadt,2003,23.714,Background
Arnstadt,2004,20.473,Background
Arzberg,2000,24.655,Background
Arzberg,2001,23.619,Background
Arzberg,2002,32.169,Background
Arzberg,2003,38.848,Background
Arzberg,2004,26.874,Background
Arzberg,2005,26.943,Background
Arzberg,2006,24.497,Background
Arzberg,2007,20.272,Background
Arzberg,2008,19.392,Background
Arzberg,2009,20.511,Background
Arzberg,2010,20.648,Background
Arzberg,2011,18.865,Background
Arzberg,2012,17.829,Background
Asbach,2007,20.629,Industrial
Asbach,2008,18.161,Industrial
Asbach,2009,21.123,Industrial
Asbach,2010,19.905,Industrial
Asbach,2011,17.223,Industrial
Asbach,2012,16.221,Industrial
Asbach,2013,17.384,Industrial
Asbach,2014,16.052,Industrial
Asbach,2015,15.605,Industrial
Asbach,2016,13.596,Industrial
Asbach,2017,14.917,Industrial
Asbach,2018,14.466,Industrial
Asbach,2019,13.071,Industrial
Asbach,2020,11.72,Industrial
Asbach,2021,11.924,Industrial
Asbach,2022,13.553,Industrial
Asbach,2023,11.159,Industrial
Aschaffenburg,2000,29.537999999999997,Background
Aschaffenburg,2001,29.8525,Background
Aschaffenburg,2002,28.8115,Background
Aschaffenburg,2003,28.788000000000004,Background
Aschaffenburg,2004,25.542,Background
Aschaffenburg,2005,25.008499999999998,Background
Aschaffenburg,2006,25.599,Background
Aschaffenburg,2007,22.194,Background
Aschaffenburg,2008,20.403,Background
Aschaffenburg,2009,22.1955,Background
Aschaffenburg,2010,20.675,Background
Aschaffenburg,2011,20.967,Background
Aschaffenburg,2012,17.533,Background
Aschersleben,2003,40.118,Traffic
Aschersleben,2004,26.487,Traffic
Aschersleben,2005,32.238,Traffic
Aschersleben,2006,35.721,Traffic
Aschersleben,2007,28.334,Traffic
Aschersleben,2008,27.614,Traffic
Aschersleben,2009,25.436,Traffic
Aschersleben,2010,29.595,Traffic
Aschersleben,2011,27.815,Traffic
Aschersleben,2012,23.821,Traffic
Aschersleben,2013,24.873,Traffic
Aschersleben,2014,25.5015,Traffic
Aschersleben,2015,22.877499999999998,Traffic
Aschersleben,2016,21.7145,Traffic
Aschersleben,2017,20.123,Traffic
Aschersleben,2018,22.915999999999997,Traffic
Aschersleben,2019,19.9545,Traffic
Aschersleben,2020,18.433500000000002,Traffic
Aschersleben,2021,17.9735,Traffic
Aschersleben,2022,18.1445,Traffic
Aschersleben,2023,15.972,Traffic
Aschersleben,2024,17.219,Traffic
Aschersleben,2025,8.742,Traffic
Aue,2000,12.469,Background
Aue,2001,16.073,Background
Aue,2002,22.072,Traffic
Aue,2002,19.1215,Background
Aue,2003,22.9295,Background
Aue,2004,20.102,Background
Aue,2005,17.9615,Background
Aue,2006,21.788,Background
Aue,2007,16.2255,Background
Aue,2008,15.4985,Background
Aue,2009,15.69,Background
Aue,2010,16.9425,Background
Aue,2011,17.802,Background
Aue,2012,14.7465,Background
Aue,2013,14.7745,Background
Aue,2014,16.223,Background
Aue,2015,14.508,Background
Aue,2016,13.472000000000001,Background
Aue,2017,12.5395,Background
Aue,2018,14.5435,Background
Aue,2019,12.9785,Background
Aue,2020,11.5695,Background
Aue,2021,12.148,Background
Aue,2022,11.792,Background
Aue,2023,10.137,Background
Aue,2024,11.635,Background
Aue,2025,5.175,Background
Augsburg,2000,47.205,Traffic
Augsburg,2000,26.4675,Background
Augsburg,2001,45.5,Traffic
Augsburg,2001,27.788,Background
Augsburg,2002,44.42,Traffic
Augsburg,2002,29.271,Background
Augsburg,2003,47.134,Traffic
Augsburg,2003,33.2865,Background
Augsburg,2004,36.6455,Traffic
Augsburg,2004,25.0845,Background
Augsburg,2005,36.331500000000005,Traffic
Augsburg,2005,25.6615,Background
Augsburg,2006,36.894000000000005,Traffic
Augsburg,2006,26.8925,Background
Augsburg,2007,30.33,Traffic
Augsburg,2007,21.5965,Background
Augsburg,2008,30.643,Traffic
Augsburg,2008,20.2855,Background
Augsburg,2009,30.1315,Traffic
Augsburg,2009,23.238999999999997,Background
Augsburg,2010,30.425,Traffic
Augsburg,2010,22.991999999999997,Background
Augsburg,2011,29.6615,Traffic
Augsburg,2011,22.098,Background
Augsburg,2012,26.073999999999998,Traffic
Augsburg,2012,20.2975,Background
Augsburg,2013,26.8705,Traffic
Augsburg,2013,18.705,Background
Augsburg,2014,24.334,Traffic
Augsburg,2014,15.215499999999999,Background
Augsburg,2015,23.6575,Traffic
Augsburg,2015,18.322499999999998,Background
Augsburg,2016,20.463,Traffic
Augsburg,2016,15.874500000000001,Background
Augsburg,2017,19.810000000000002,Traffic
Augsburg,2017,16.048000000000002,Background
Augsburg,2018,22.963,Traffic
Augsburg,2018,16.9895,Background
Augsburg,2019,20.0375,Traffic
Augsburg,2019,14.842,Background
Augsburg,2020,17.205,Traffic
Augsburg,2020,13.3995,Background
Augsburg,2021,17.379,Traffic
Augsburg,2021,12.6685,Background
Augsburg,2022,17.7035,Traffic
Augsburg,2022,13.152000000000001,Background
Augsburg,2023,16.1215,Traffic
Augsburg,2023,11.6345,Background
Augsburg,2024,16.2675,Traffic
Augsburg,2024,12.364999999999998,Background
Augsburg,2025,97.334,Traffic
Augsburg,2025,90.695,Background
Aßlar,2020,11.898,Background
Aßlar,2021,13.139,Background
Aßlar,2022,13.697,Background
Aßlar,2023,11.836,Background
Backnang,2016,25.569,Traffic
Bad Arolsen,2000,17.768,Background
Bad Arolsen,2001,19.42,Background
Bad Arolsen,2002,21.03,Background
Bad Arolsen,2003,20.217,Background
Bad Arolsen,2004,18.245,Background
Bad Arolsen,2005,17.131,Background
Bad Arolsen,2006,17.872,Background
Bad Arolsen,2007,15.891,Background
Bad Arolsen,2008,16.073,Background
Bad Arolsen,2009,18.007,Background
Bad Arolsen,2010,16.875,Background
Bad Arolsen,2011,17.705,Background
Bad Arolsen,2012,16.49,Background
Bad Arolsen,2013,16.4,Background
Bad Arolsen,2014,15.288,Background
Bad Arolsen,2015,14.384,Background
Bad Arolsen,2016,13.753,Background
Bad Arolsen,2017,14.68,Background
Bad Arolsen,2018,15.043,Background
Bad Arolsen,2019,11.662,Background
Bad Arolsen,2020,10.138,Background
Bad Arolsen,2021,10.886,Background
Bad Arolsen,2022,10.869,Background
Bad Arolsen,2023,10.77,Background
Bad Belzig,2004,20.874,Background
Bad Belzig,2005,27.765,Traffic
Bad Belzig,2005,21.602,Background
Bad Belzig,2006,30.938,Traffic
Bad Belzig,2006,20.475,Background
Bad Belzig,2007,15.75,Traffic
Bad Belzig,2007,17.202,Background
Bad Belzig,2008,17.045,Background
Bad Belzig,2009,16.678,Background
Bad Belzig,2010,20.55,Background
Bad Belzig,2011,17.927,Background
Bad Belzig,2012,15.073,Background
Bad Belzig,2013,15.596,Background
Bad Belzig,2014,10.922,Background
Bad Belzig,2015,14.719,Background
Bad Belzig,2016,14.542,Background
Bad Belzig,2017,15.039,Background
Bad Belzig,2018,14.7645,Background
Bad Belzig,2019,13.336,Background
Bad Belzig,2020,10.989,Background
Bad Belzig,2021,11.5075,Background
Bad Belzig,2022,12.036,Background
Bad Belzig,2023,9.917,Background
Bad Belzig,2024,11.935,Background
Bad Belzig,2025,7.364,Background
Bad Berka,2001,22.204,Industrial
Bad Hindelang,2010,7.897,Background
Bad Hindelang,2011,8.925,Background
Bad Hindelang,2012,8.263,Background
Bad Hindelang,2013,8.414,Background
Bad Hindelang,2014,7.2,Background
Bad Hindelang,2015,7.846,Background
Bad Hindelang,2016,7.097,Background
Bad Hindelang,2017,7.481,Background
Bad Hindelang,2018,8.572,Background
Bad Hindelang,2019,6.793,Background
Bad Hindelang,2020,6.509,Background
Bad Hindelang,2021,6.943,Background
Bad Hindelang,2022,7.112,Background
Bad Hindelang,2023,6.503,Background
Bad Hindelang,2024,9.584,Background
Bad Hindelang,2025,4.054,Background
Bad Kreuznach(Verbandsfreie Geme,2000,29.135,Background
Bad Kreuznach(Verbandsfreie Geme,2001,21.315,Background
Bad Kreuznach(Verbandsfreie Geme,2002,24.439,Background
Bad Kreuznach(Verbandsfreie Geme,2003,27.113,Background
Bad Kreuznach(Verbandsfreie Geme,2004,22.28,Background
Bad Kreuznach(Verbandsfreie Geme,2005,19.744,Background
Bad Kreuznach(Verbandsfreie Geme,2006,21.0,Background
Bad Kreuznach(Verbandsfreie Geme,2007,18.403,Background
Bad Kreuznach(Verbandsfreie Geme,2008,17.227,Background
Bad Kreuznach(Verbandsfreie Geme,2009,23.339,Background
Bad Kreuznach(Verbandsfreie Geme,2010,19.996,Background
Bad Kreuznach(Verbandsfreie Geme,2011,19.969,Background
Bad Kreuznach(Verbandsfreie Geme,2012,16.261,Background
Bad Kreuznach(Verbandsfreie Geme,2013,16.361,Background
Bad Kreuznach(Verbandsfreie Geme,2014,17.693,Background
Bad Kreuznach(Verbandsfreie Geme,2015,17.255,Background
Bad Kreuznach(Verbandsfreie Geme,2016,15.289,Background
Bad Kreuznach(Verbandsfreie Geme,2017,15.579,Background
Bad Kreuznach(Verbandsfreie Geme,2018,16.263,Background
Bad Kreuznach(Verbandsfreie Geme,2019,15.293,Background
Bad Kreuznach(Verbandsfreie Geme,2020,14.15,Background
Bad Kreuznach(Verbandsfreie Geme,2021,13.546,Background
Bad Kreuznach(Verbandsfreie Geme,2022,14.855,Background
Bad Kreuznach(Verbandsfreie Geme,2023,12.413,Background
Bad Lauterberg im Harz,2007,20.033,Traffic
Bad Lauterberg im Harz,2008,21.618,Traffic
Bad Lauterberg im Harz,2009,20.826,Traffic
Bad Lauterberg im Harz,2010,22.4345,Traffic
Bad Lauterberg im Harz,2011,20.056,Traffic
Bad Lauterberg im Harz,2012,18.8925,Traffic
Bad Lauterberg im Harz,2013,18.2145,Traffic
Bad Lauterberg im Harz,2014,19.869999999999997,Traffic
Bad Lauterberg im Harz,2015,17.816000000000003,Traffic
Bad Lauterberg im Harz,2016,17.1145,Traffic
Bad Lauterberg im Harz,2017,16.1415,Traffic
Bad Lauterberg im Harz,2018,18.0445,Traffic
Bad Lauterberg im Harz,2019,14.329,Traffic
Bad Säckingen,2008,24.404,Traffic
Bad Säckingen,2011,25.926,Traffic
Bad Säckingen,2012,22.885,Traffic
Bad Säckingen,2013,22.566,Traffic
Bad Waldsee,1999,19.533,Background
Bad Waldsee,2000,18.995,Background
Bad Waldsee,2001,18.38,Background
Bad Waldsee,2002,18.531,Background
Bad Waldsee,2003,30.318,Background
Baden-Baden,1998,18.859,Background
Baden-Baden,1999,17.707,Background
Baden-Baden,2000,17.479,Background
Baden-Baden,2001,18.618,Background
Baden-Baden,2002,19.328,Background
Baden-Baden,2003,21.625,Background
Baden-Baden,2004,17.560499999999998,Background
Baden-Baden,2005,17.4495,Background
Baden-Baden,2006,19.984,Background
Baden-Baden,2007,16.595,Background
Baden-Baden,2008,24.429,Background
Baden-Baden,2009,16.0885,Background
Baden-Baden,2010,23.808000000000003,Background
Baden-Baden,2011,14.043,Background
Baden-Baden,2012,14.557500000000003,Background
Baden-Baden,2013,15.3735,Background
Baden-Baden,2014,15.0915,Background
Baden-Baden,2015,15.2265,Background
Baden-Baden,2016,15.15,Background
Baden-Baden,2017,14.3635,Background
Baden-Baden,2018,13.8555,Background
Baden-Baden,2019,11.897,Background
Baden-Baden,2020,10.905000000000001,Background
Baden-Baden,2021,10.4895,Background
Baden-Baden,2022,11.862,Background
Baden-Baden,2023,9.4635,Background
Baden-Baden,2024,11.028,Background
Baden-Baden,2025,19.118,Background
Balingen,1998,15.942,Background
Balingen,1999,18.013,Background
Balingen,2000,19.922,Background
Bamberg,2000,27.745,Background
Bamberg,2001,27.01,Background
Bamberg,2002,24.69,Background
Bamberg,2003,29.995,Background
Bamberg,2004,25.745,Background
Bamberg,2005,26.658,Background
Bamberg,2006,27.215,Background
Bamberg,2007,23.921,Background
Bamberg,2008,23.023,Background
Bamberg,2009,24.776,Background
Bamberg,2010,21.399,Background
Bamberg,2011,21.195,Background
Bamberg,2012,19.016,Background
Bamberg,2013,18.179,Background
Bamberg,2014,19.067,Background
Bamberg,2015,18.064,Background
Bamberg,2016,17.38,Background
Bamberg,2017,18.193,Background
Bamberg,2018,18.199,Background
Bamberg,2019,14.964,Background
Bamberg,2020,15.155,Background
Bamberg,2021,14.743,Background
Bamberg,2022,15.089,Background
Bamberg,2023,12.884,Background
Bamberg,2024,13.651,Background
Bamberg,2025,42.748,Background
Barsbüttel,2000,22.124,Background
Bassum,2001,18.844,Background
Bassum,2002,21.663,Background
Bassum,2003,23.373,Background
Bassum,2004,17.716,Background
Bautzen,2002,26.467,Background
Bautzen,2003,28.973,Background
Bautzen,2004,23.048000000000002,Background
Bautzen,2005,25.939,Background
Bautzen,2006,26.637,Background
Bautzen,2007,22.838,Background
Bautzen,2008,20.744,Background
Bautzen,2009,28.478,Background
Bautzen,2010,26.321,Background
Bautzen,2011,23.597,Background
Bautzen,2012,20.24,Background
Bautzen,2013,22.048,Background
Bautzen,2014,20.836,Background
Bautzen,2015,20.609,Background
Bautzen,2016,18.214,Background
Bautzen,2017,16.608,Background
Bautzen,2018,19.48,Background
Bautzen,2019,14.57,Background
Bautzen,2020,12.698,Background
Bautzen,2021,13.318,Background
Bautzen,2022,13.41,Background
Bautzen,2023,12.506,Background
Bautzen,2024,13.961,Background
Bautzen,2025,12.672,Background
Bayreuth,2000,28.341,Traffic
Bayreuth,2001,26.752,Traffic
Bayreuth,2002,27.986,Traffic
Bayreuth,2003,32.41,Traffic
Bayreuth,2004,29.003999999999998,Traffic
Bayreuth,2005,31.643500000000003,Traffic
Bayreuth,2006,32.361,Traffic
Bayreuth,2007,24.4045,Traffic
Bayreuth,2008,22.3425,Traffic
Bayreuth,2009,23.5825,Traffic
Bayreuth,2010,23.869500000000002,Traffic
Bayreuth,2011,22.86,Traffic
Bayreuth,2012,23.305500000000002,Traffic
Bayreuth,2013,21.55,Traffic
Bayreuth,2014,20.46,Traffic
Bayreuth,2015,19.555,Traffic
Bayreuth,2016,18.027,Traffic
Bayreuth,2017,18.316,Traffic
Bayreuth,2018,19.956,Traffic
Bayreuth,2019,16.64,Traffic
Bayreuth,2020,15.308,Traffic
Bayreuth,2021,15.457,Traffic
Bayreuth,2022,15.041,Traffic
Bayreuth,2023,12.983,Traffic
Bayreuth,2024,13.311,Traffic
Bayreuth,2025,20.473,Traffic
Bebra,2000,22.038,Background
Bebra,2001,22.853,Background
Bebra,2002,27.847,Background
Bebra,2003,30.915,Background
Bebra,2004,23.435,Background
Bebra,2005,23.194,Background
Bebra,2006,24.246,Background
Bebra,2007,20.017,Background
Bebra,2008,17.596,Background
Bebra,2009,20.045,Background
Bebra,2010,19.477,Background
Bebra,2011,18.483,Background
Bebra,2012,19.722,Background
Bebra,2013,20.003,Background
Bebra,2014,20.196,Background
Bebra,2015,18.599,Background
Bebra,2016,17.388,Background
Bebra,2017,17.547,Background
Bebra,2018,18.385,Background
Bebra,2019,15.541,Background
Bebra,2020,14.583,Background
Bebra,2021,14.841,Background
Bebra,2022,15.643,Background
Bebra,2023,12.424,Background
Bebra,2024,12.833,Background
Bebra,2025,7.389,Background
Bergen auf Rügen,2015,16.64,Background
Bergen auf Rügen,2016,14.584,Background
Bergen auf Rügen,2017,15.572,Background
Bergen auf Rügen,2018,16.854,Background
Bergen auf Rügen,2019,15.177,Background
Bergen auf Rügen,2020,11.648,Background
Bergen auf Rügen,2021,11.799,Background
Bergen auf Rügen,2022,13.19,Background
Bergen auf Rügen,2023,11.53,Background
Bergen auf Rügen,2024,12.324,Background
Bergen auf Rügen,2025,5.948,Background
Berlin,1998,37.161,Traffic
Berlin,1998,27.6755,Background
Berlin,1999,36.31999999999999,Traffic
Berlin,1999,25.867999999999995,Background
Berlin,2000,34.74725,Traffic
Berlin,2000,25.604,Background
Berlin,2001,33.09892857142858,Traffic
Berlin,2001,23.059454545454546,Background
Berlin,2001,18.518,Industrial
Berlin,2002,36.492875,Traffic
Berlin,2002,26.442500000000003,Background
Berlin,2002,25.314,Industrial
Berlin,2003,41.966142857142856,Traffic
Berlin,2003,29.953100000000006,Background
Berlin,2003,27.976,Industrial
Berlin,2004,34.3292,Traffic
Berlin,2004,22.778125,Background
Berlin,2004,22.044,Industrial
Berlin,2005,36.963875,Traffic
Berlin,2005,25.515888888888885,Background
Berlin,2005,24.371,Industrial
Berlin,2006,37.44914285714286,Traffic
Berlin,2006,28.804222222222222,Background
Berlin,2006,26.17,Industrial
Berlin,2007,28.855428571428572,Traffic
Berlin,2007,22.561444444444447,Background
Berlin,2007,22.107,Industrial
Berlin,2008,29.131428571428565,Traffic
Berlin,2008,22.11911111111111,Background
Berlin,2008,18.277,Industrial
Berlin,2009,31.872999999999998,Traffic
Berlin,2009,24.159666666666666,Background
Berlin,2009,23.397,Industrial
Berlin,2010,33.269625000000005,Traffic
Berlin,2010,25.194,Background
Berlin,2010,24.803,Industrial
Berlin,2011,29.825750000000003,Traffic
Berlin,2011,22.934222222222225,Background
Berlin,2011,17.553,Industrial
Berlin,2012,26.494000000000003,Traffic
Berlin,2012,20.569874999999996,Background
Berlin,2013,27.09433333333334,Traffic
Berlin,2013,21.057333333333336,Background
Berlin,2014,31.026999999999997,Traffic
Berlin,2014,24.155,Background
Berlin,2015,26.5134,Traffic
Berlin,2015,20.703,Background
Berlin,2016,26.613,Traffic
Berlin,2016,20.277833333333334,Background
Berlin,2017,26.549599999999998,Traffic
Berlin,2017,19.107000000000003,Background
Berlin,2018,27.399,Traffic
Berlin,2018,20.688333333333333,Background
Berlin,2019,22.187,Traffic
Berlin,2019,17.397166666666667,Background
Berlin,2020,20.569,Traffic
Berlin,2020,15.766999999999998,Background
Berlin,2021,23.243714285714283,Traffic
Berlin,2021,16.5925,Background
Berlin,2022,21.9645,Traffic
Berlin,2022,16.304333333333332,Background
Berlin,2023,18.851,Traffic
Berlin,2023,13.875333333333336,Background
Berlin,2024,21.299333333333333,Traffic
Berlin,2024,15.774499999999998,Background
Bernau bei Berlin,2006,39.065,Traffic
Bernau bei Berlin,2007,26.4135,Traffic
Bernau bei Berlin,2008,25.132,Traffic
Bernau bei Berlin,2009,28.256,Traffic
Bernau bei Berlin,2010,31.177,Traffic
Bernau bei Berlin,2011,29.734,Traffic
Bernau bei Berlin,2012,23.521,Traffic
Bernau bei Berlin,2013,25.466,Traffic
Bernau bei Berlin,2014,27.101,Traffic
Bernau bei Berlin,2015,21.284,Traffic
Bernau bei Berlin,2016,20.604,Traffic
Bernau bei Berlin,2017,21.789,Traffic
Bernau bei Berlin,2018,22.363,Traffic
Bernau bei Berlin,2019,20.737,Traffic
Bernau bei Berlin,2020,17.076999999999998,Traffic
Bernau bei Berlin,2021,18.416,Traffic
Bernau bei Berlin,2022,18.2255,Traffic
Bernau bei Berlin,2023,17.667,Traffic
Bernau bei Berlin,2024,18.151,Traffic
Bernau bei Berlin,2025,15.136,Traffic
Bernburg (Saale),1999,48.184,Traffic
Bernburg (Saale),2000,32.536,Traffic
Bernburg (Saale),2001,30.7315,Traffic
Bernburg (Saale),2002,26.708,Traffic
Bernburg (Saale),2003,34.205,Traffic
Bernburg (Saale),2004,27.069,Traffic
Bernburg (Saale),2005,24.422,Traffic
Bernburg (Saale),2006,29.041,Traffic
Bernburg (Saale),2007,23.383,Traffic
Bernburg (Saale),2008,23.423,Traffic
Bernburg (Saale),2009,24.48,Traffic
Bernburg (Saale),2010,24.912,Traffic
Bernburg (Saale),2011,26.468,Traffic
Bernburg (Saale),2012,20.097,Traffic
Bernburg (Saale),2013,20.636,Background
Bernburg (Saale),2014,21.782,Background
Bernburg (Saale),2015,18.542,Background
Bernburg (Saale),2016,18.297,Background
Bernburg (Saale),2017,17.24,Background
Bernburg (Saale),2018,18.961,Background
Bernburg (Saale),2019,16.037,Background
Bernburg (Saale),2020,15.583,Background
Bernburg (Saale),2021,16.165,Background
Bernburg (Saale),2022,16.223,Background
Bernburg (Saale),2023,13.83,Background
Bernburg (Saale),2024,14.818,Background
Bernburg (Saale),2025,13.984,Background
Biberach an der Riß,1998,17.484,Background
Biberach an der Riß,1999,19.382,Background
Biberach an der Riß,2000,18.805,Background
Biberach an der Riß,2001,13.814,Background
Biberach an der Riß,2002,20.256,Background
Biberach an der Riß,2003,26.059,Background
Biberach an der Riß,2004,19.077,Background
Biberach an der Riß,2005,23.0575,Background
Biberach an der Riß,2006,22.601,Background
Biberach an der Riß,2007,18.134,Background
Biberach an der Riß,2008,16.069,Background
Biberach an der Riß,2009,16.878000000000004,Background
Biberach an der Riß,2010,18.9505,Background
Biberach an der Riß,2011,18.778,Background
Biberach an der Riß,2012,17.522499999999997,Background
Biberach an der Riß,2013,16.325,Background
Biberach an der Riß,2014,15.795,Background
Biberach an der Riß,2015,17.571,Background
Biberach an der Riß,2016,16.264,Background
Biberach an der Riß,2017,14.859,Background
Biberach an der Riß,2018,15.867999999999999,Background
Biberach an der Riß,2019,13.873999999999999,Background
Biberach an der Riß,2020,12.775,Background
Biberach an der Riß,2021,11.651,Background
Biberach an der Riß,2022,12.9055,Background
Biberach an der Riß,2023,10.9955,Background
Biberach an der Riß,2024,11.278,Background
Biberach an der Riß,2025,13.314,Background
Bielefeld,2002,25.604,Background
Bielefeld,2003,26.701,Background
Bielefeld,2004,23.592,Background
Bielefeld,2005,25.680666666666667,Traffic
Bielefeld,2005,23.7185,Background
Bielefeld,2006,24.028,Traffic
Bielefeld,2006,24.867,Background
Bielefeld,2007,24.2125,Traffic
Bielefeld,2007,23.576,Background
Bielefeld,2008,25.104,Traffic
Bielefeld,2008,22.2245,Background
Bielefeld,2009,27.305,Traffic
Bielefeld,2009,23.4025,Background
Bielefeld,2010,24.563,Traffic
Bielefeld,2010,23.284,Background
Bielefeld,2011,27.62,Traffic
Bielefeld,2011,23.4665,Background
Bielefeld,2012,23.679,Traffic
Bielefeld,2012,19.976,Background
