Augsburg,2024,0.231,Background
Augsburg,2025,0.323,Traffic
Augsburg,2025,0.3,Background
Bad Dürrenberg,1999,0.196,Background
Bad Dürrenberg,2000,0.225,Background
Bad Kreuznach(Verbandsfreie Geme,1999,0.809,Background
Bad Kreuznach(Verbandsfreie Geme,2000,0.678,Background
Bad Kreuznach(Verbandsfreie Geme,2001,0.619,Background
Bad Kreuznach(Verbandsfreie Geme,2002,0.579,Background
Bad Kreuznach(Verbandsfreie Geme,2003,0.561,Background
Bad Kreuznach(Verbandsfreie Geme,2004,0.484,Background
Bad Kreuznach(Verbandsfreie Geme,2005,0.468,Background
Bad Kreuznach(Verbandsfreie Geme,2006,0.442,Background
Bad Kreuznach(Verbandsfreie Geme,2007,0.414,Background
Bad Kreuznach(Verbandsfreie Geme,2008,0.4,Background
Bad Kreuznach(Verbandsfreie Geme,2009,0.411,Background
Bad Kreuznach(Verbandsfreie Geme,2010,0.372,Background
Bad Kreuznach(Verbandsfreie Geme,2011,0.332,Background
Bad Kreuznach(Verbandsfreie Geme,2012,0.345,Background
Bad Kreuznach(Verbandsfreie Geme,2013,0.292,Background
Bad Kreuznach(Verbandsfreie Geme,2014,0.285,Background
Bad Kreuznach(Verbandsfreie Geme,2015,0.286,Background
Bad Kreuznach(Verbandsfreie Geme,2016,0.286,Background
Bad Kreuznach(Verbandsfreie Geme,2017,0.281,Background
Bad Kreuznach(Verbandsfreie Geme,2018,0.268,Background
Bad Kreuznach(Verbandsfreie Geme,2019,0.266,Background
Bad Kreuznach(Verbandsfreie Geme,2020,0.231,Background
Bad Kreuznach(Verbandsfreie Geme,2021,0.238,Background
Bad Kreuznach(Verbandsfreie Geme,2022,0.232,Background
Bad Kreuznach(Verbandsfreie Geme,2023,0.247,Background
Bad Kreuznach(Verbandsfreie Geme,2024,0.244,Background
Bad Kreuznach(Verbandsfreie Geme,2025,0.253,Background
Bad Lauterberg im Harz,2007,0.398,Traffic
Bad Lauterberg im Harz,2008,0.458,Traffic
Bad Lauterberg im Harz,2009,0.409,Traffic
Bad Lauterberg im Harz,2010,0.407,Traffic
Bad Lauterberg im Harz,2011,0.405,Traffic
Bad Lauterberg im Harz,2012,0.436,Traffic
Bad Lauterberg im Harz,2013,0.503,Traffic
Bad Lauterberg im Harz,2014,0.402,Traffic
Bad Lauterberg im Harz,2015,0.354,Traffic
Bad Lauterberg im Harz,2016,0.319,Traffic
Bad Lauterberg im Harz,2017,0.305,Traffic
Bad Lauterberg im Harz,2018,0.286,Traffic
Bad Waldsee,2000,0.268,Background
Bad Waldsee,2001,0.235,Background
Bad Waldsee,2002,0.226,Background
Bad Waldsee,2003,0.325,Background
Baden-Baden,1999,0.254,Background
Baden-Baden,2000,0.269,Background
Baden-Baden,2001,0.282,Background
Baden-Baden,2002,0.277,Background
Baden-Baden,2003,0.284,Background
Baden-Baden,2004,0.254,Background
Baden-Baden,2005,0.246,Background
Balingen,1999,0.377,Background
Balingen,2000,0.338,Background
Bamberg,1999,0.502,Background
Bamberg,2000,0.564,Background
Bamberg,2001,0.485,Background
Bamberg,2002,0.542,Background
Bamberg,2003,0.547,Background
Bamberg,2004,0.495,Background
Bamberg,2005,0.391,Background
Bamberg,2006,0.383,Background
Bamberg,2007,0.333,Background
Bamberg,2008,0.317,Background
Bamberg,2009,0.348,Background
Bamberg,2010,0.348,Background
Bamberg,2011,0.313,Background
Bamberg,2012,0.293,Background
Bamberg,2013,0.317,Background
Bautzen,1999,0.204,Background
Bautzen,2000,0.175,Background
Bautzen,2001,0.41,Background
Bautzen,2002,0.401,Background
Bayreuth,1999,0.476,Traffic
Bayreuth,2000,0.443,Traffic
Bayreuth,2001,0.457,Traffic
Bayreuth,2002,0.417,Traffic
Bayreuth,2003,0.382,Traffic
Bayreuth,2004,0.6355000000000001,Traffic
Bayreuth,2005,0.595,Traffic
Bayreuth,2006,0.6985,Traffic
Bayreuth,2007,0.5165,Traffic
Bayreuth,2008,0.47350000000000003,Traffic
Bayreuth,2009,0.474,Traffic
Bayreuth,2010,0.42200000000000004,Traffic
Bayreuth,2011,0.38549999999999995,Traffic
Bayreuth,2012,0.41300000000000003,Traffic
Bayreuth,2013,0.38,Traffic
Bayreuth,2014,0.376,Traffic
Bayreuth,2015,0.361,Traffic
Bayreuth,2016,0.333,Traffic
Bayreuth,2017,0.355,Traffic
Bayreuth,2018,0.361,Traffic
Berlin,1988,0.9485,Background
Berlin,1988,0.383,Industrial
Berlin,1989,1.034,Background
Berlin,1989,0.453,Industrial
Berlin,1999,0.9312999999999999,Traffic
Berlin,1999,0.372,Background
Berlin,1999,0.26149999999999995,Industrial
Berlin,2000,0.8619999999999999,Traffic
Berlin,2000,0.34871428571428564,Background
Berlin,2000,0.2895,Industrial
Berlin,2001,0.7792222222222223,Traffic
Berlin,2001,0.3098571428571429,Background
Berlin,2001,0.2975,Industrial
Berlin,2002,0.7053333333333334,Traffic
Berlin,2002,0.13119999999999998,Background
Berlin,2002,0.105,Industrial
Berlin,2003,0.6811666666666666,Traffic
Berlin,2003,0.12966666666666668,Background
Berlin,2003,0.106,Industrial
Berlin,2004,0.6433333333333334,Traffic
Berlin,2004,0.12116666666666666,Background
Berlin,2004,0.105,Industrial
Berlin,2005,0.35124999999999995,Traffic
Berlin,2005,0.11939999999999999,Background
Berlin,2005,0.101,Industrial
Berlin,2006,0.32999999999999996,Traffic
Berlin,2006,0.1336,Background
Berlin,2006,0.112,Industrial
Berlin,2007,0.28625,Traffic
Berlin,2007,0.1096,Background
Berlin,2007,0.1,Industrial
Berlin,2008,0.214,Traffic
Berlin,2009,0.524,Traffic
Berlin,2010,0.5026666666666667,Traffic
Berlin,2011,0.49766666666666665,Traffic
Berlin,2012,0.466,Traffic
Berlin,2013,0.428,Traffic
Berlin,2014,0.46950000000000003,Traffic
Berlin,2015,0.3875,Traffic
Berlin,2016,0.40049999999999997,Traffic
Berlin,2017,0.3815,Traffic
Berlin,2018,0.364,Traffic
Berlin,2019,0.349,Traffic
Berlin,2020,0.318,Traffic
Berlin,2021,0.326,Traffic
Berlin,2022,0.293,Traffic
Berlin,2023,0.2825,Traffic
Berlin,2024,0.28049999999999997,Traffic
Berlin,2024,0.382,Background
Bernburg (Saale),1999,0.408,Traffic
Bernburg (Saale),2000,0.379,Traffic
Bernburg (Saale),2001,0.343,Traffic
Bernburg (Saale),2002,0.301,Traffic
Bernburg (Saale),2003,0.377,Traffic
Bernburg (Saale),2004,0.474,Traffic
Bernburg (Saale),2005,0.366,Traffic
Bernburg (Saale),2006,0.373,Traffic
Bernburg (Saale),2007,0.421,Traffic
Bernburg (Saale),2008,0.363,Traffic
Bernburg (Saale),2009,0.353,Traffic
Biberach an der Riß,1999,0.262,Background
Biberach an der Riß,2000,0.233,Background
Biberach an der Riß,2001,0.232,Background
Biberach an der Riß,2002,0.232,Background
Biberach an der Riß,2003,0.242,Background
Biberach an der Riß,2004,0.252,Background
Biberach an der Riß,2005,0.239,Background
Bielefeld,1999,0.63,Background
Bielefeld,2000,0.465,Background
Bielefeld,2001,0.487,Background
Bielefeld,2002,0.481,Background
Bielefeld,2003,0.571,Background
Bielefeld,2004,0.389,Background
Bielefeld,2005,0.509,Background
Bitterfeld-Wolfen,1999,0.256,Background
Bitterfeld-Wolfen,1999,0.217,Industrial
Bitterfeld-Wolfen,2000,0.252,Background
Bitterfeld-Wolfen,2000,0.243,Industrial
Bitterfeld-Wolfen,2001,0.232,Background
Bitterfeld-Wolfen,2001,0.247,Industrial
Bitterfeld-Wolfen,2002,0.25,Background
Bitterfeld-Wolfen,2002,0.233,Industrial
Bitterfeld-Wolfen,2003,0.266,Industrial
Bitterfeld-Wolfen,2004,0.257,Industrial
Bitterfeld-Wolfen,2005,0.229,Industrial
Bitterfeld-Wolfen,2006,0.282,Industrial
Bitterfeld-Wolfen,2007,0.307,Industrial
Bitterfeld-Wolfen,2008,0.211,Industrial
Bitterfeld-Wolfen,2009,0.208,Industrial
Bitterfeld-Wolfen,2010,0.276,Industrial
Bitterfeld-Wolfen,2011,0.247,Industrial
Bitterfeld-Wolfen,2012,0.241,Industrial
Bitterfeld-Wolfen,2013,0.247,Industrial
Bitterfeld-Wolfen,2014,0.245,Industrial
Bitterfeld-Wolfen,2015,0.232,Industrial
Bitterfeld-Wolfen,2016,0.241,Industrial
Bitterfeld-Wolfen,2017,0.233,Industrial
Bitterfeld-Wolfen,2018,0.239,Industrial
Bitterfeld-Wolfen,2019,0.206,Industrial
Bitterfeld-Wolfen,2020,0.194,Industrial
Blankenfelde-Mahlow,2010,0.249,Background
Blankenfelde-Mahlow,2011,0.254,Background
Blankenfelde-Mahlow,2012,0.274,Background
Blankenfelde-Mahlow,2013,0.26,Background
Blankenfelde-Mahlow,2014,0.287,Background
Blankenfelde-Mahlow,2015,0.239,Background
Blankenfelde-Mahlow,2016,0.239,Background
Blankenfelde-Mahlow,2017,0.255,Background
Blankenfelde-Mahlow,2018,0.262,Background
Blankenfelde-Mahlow,2019,0.224,Background
Blankenfelde-Mahlow,2020,0.216,Background
Blankenfelde-Mahlow,2021,0.249,Background
Blankenfelde-Mahlow,2022,0.187,Background
Blankenfelde-Mahlow,2023,0.202,Background
Blankenfelde-Mahlow,2024,0.22,Background
Blankenfelde-Mahlow,2025,0.208,Background
Borken,2000,0.3,Background
Borken,2001,0.278,Background
Borken,2002,0.267,Background
Borna,1999,0.572,Traffic
Borna,2000,0.582,Traffic
Borna,2001,0.507,Traffic
Borna,2002,0.683,Traffic
Borna,2003,0.708,Traffic
Borna,2004,0.591,Traffic
Borna,2005,0.592,Traffic
Borna,2006,0.571,Traffic
Borna,2007,0.478,Traffic
Bottrop,1999,0.467,Industrial
Bottrop,2000,0.359,Industrial
Bottrop,2001,0.361,Industrial
Bottrop,2002,0.372,Industrial
Brandenburg an der Havel,1999,0.527,Traffic
Brandenburg an der Havel,2000,0.473,Traffic
Brandenburg an der Havel,2001,0.508,Traffic
Brandenburg an der Havel,2001,0.405,Background
Brandenburg an der Havel,2002,0.43,Background
Brandenburg an der Havel,2003,0.4,Background
Brandenburg an der Havel,2004,0.343,Background
Brandenburg an der Havel,2005,0.408,Background
Brandenburg an der Havel,2006,0.436,Background
Brandenburg an der Havel,2007,0.385,Background
Braunschweig,1988,14.496,Traffic
Braunschweig,1989,1.566,Traffic
Braunschweig,1999,0.352,Background
Braunschweig,2000,0.407,Background
Braunschweig,2001,1.261,Traffic
Braunschweig,2001,0.361,Background
Braunschweig,2002,1.077,Traffic
Braunschweig,2003,1.034,Traffic
Braunschweig,2003,0.328,Background
Braunschweig,2004,0.952,Traffic
Braunschweig,2004,0.313,Background
Braunschweig,2005,0.863,Traffic
Braunschweig,2005,0.312,Background
Braunschweig,2006,0.373,Background
Braunschweig,2008,0.707,Traffic
Braunschweig,2009,0.63,Traffic
Braunschweig,2010,0.557,Traffic
Braunschweig,2011,0.508,Traffic
Braunschweig,2012,0.591,Traffic
Braunschweig,2013,0.438,Traffic
Braunschweig,2014,0.412,Traffic
Braunschweig,2015,0.449,Traffic
Braunschweig,2016,0.48,Traffic
Braunschweig,2017,0.414,Traffic
Braunschweig,2018,0.384,Traffic
Braunschweig,2019,0.384,Traffic
Braunschweig,2020,0.361,Traffic
Braunschweig,2021,0.382,Traffic
Braunschweig,2022,0.326,Traffic
Braunschweig,2023,0.299,Traffic
Braunschweig,2024,0.294,Traffic
Braunschweig,2025,0.274,Traffic
Bremen,1988,10.711,Background
Bremen,1989,1.403,Background
Bremen,1999,0.952,Traffic
Bremen,1999,0.5055,Background
Bremen,2000,0.8225,Traffic
Bremen,2000,0.47450000000000003,Background
Bremen,2001,0.8374999999999999,Traffic
Bremen,2001,0.4475,Background
Bremen,2002,0.7725,Traffic
Bremen,2002,0.4255,Background
Bremen,2003,0.76,Traffic
Bremen,2003,0.417,Background
Bremen,2004,0.722,Traffic
Bremen,2004,0.351,Background
Bremen,2005,0.6405000000000001,Traffic
Bremen,2005,0.3055,Background
Bremen,2006,0.599,Traffic
Bremen,2006,0.3345,Background
Bremen,2007,0.46399999999999997,Traffic
Bremen,2007,0.32,Background
Bremen,2008,0.41200000000000003,Traffic
Bremen,2008,0.281,Background
Bremen,2009,0.3775,Traffic
Bremen,2009,0.246,Background
Bremen,2010,0.47550000000000003,Traffic
Bremen,2010,0.2475,Background
Bremen,2011,0.445,Traffic
Bremen,2011,0.2475,Background
Bremen,2012,0.424,Traffic
Bremen,2012,0.1805,Background
Bremen,2013,0.383,Traffic
Bremen,2013,0.15699999999999997,Background
Bremen,2014,0.406,Traffic
Bremen,2014,0.123,Background
Bremen,2015,0.387,Traffic
Bremen,2015,0.165,Background
Bremen,2016,0.36,Traffic
Bremen,2016,0.1955,Background
Bremen,2017,0.375,Traffic
Bremen,2017,0.259,Background
Bremen,2018,0.376,Traffic
Bremen,2018,0.2505,Background
Bremen,2019,0.277,Traffic
Bremen,2019,0.2225,Background
Bremen,2020,0.319,Traffic
Bremen,2020,0.2225,Background
Bremen,2020,0.282,Industrial
Bremen,2021,0.348,Traffic
Bremen,2021,0.2235,Background
Bremen,2021,0.243,Industrial
Bremen,2022,0.314,Traffic
Bremen,2022,0.20750000000000002,Background
Bremen,2022,0.163,Industrial
Bremen,2023,0.347,Traffic
Bremen,2023,0.2975,Background
Bremen,2023,0.302,Industrial
Bremen,2024,0.2575,Traffic
Bremen,2024,0.2915,Background
Bremen,2024,0.313,Industrial
Bremen,2025,0.1225,Traffic
Bremen,2025,0.2235,Background
Bremen,2025,0.28,Industrial
Bremerhaven,1999,0.325,Background
Bremerhaven,2000,0.234,Background
Bremerhaven,2001,0.306,Background
Bremerhaven,2002,0.357,Background
Bremerhaven,2003,0.282,Background
Bremerhaven,2004,0.247,Background
Bremerhaven,2005,0.217,Background
Bremerhaven,2006,0.205,Background
Bremerhaven,2007,0.192,Background
Bremerhaven,2008,0.265,Background
Bremerhaven,2009,0.214,Background
Bremerhaven,2010,0.301,Background
Bremerhaven,2011,0.276,Background
Bremerhaven,2012,0.261,Background
Bremerhaven,2013,0.241,Background
Bremerhaven,2014,0.26,Background
Bremerhaven,2015,0.235,Background
Bremerhaven,2016,0.261,Background
Bremerhaven,2017,0.22,Background
Bremerhaven,2018,0.172,Background
Bremerhaven,2019,0.171,Background
Bremerhaven,2020,0.213,Background
Bremerhaven,2021,0.232,Background
Bremerhaven,2022,0.246,Background
Bremerhaven,2023,0.259,Background
Bremerhaven,2024,0.248,Background
Bremerhaven,2025,0.181,Background
Brieskow-Finkenheerd,2009,0.299,Industrial
Brieskow-Finkenheerd,2010,0.325,Industrial
Brieskow-Finkenheerd,2011,0.314,Industrial
Brieskow-Finkenheerd,2012,0.292,Industrial
Bruchsal,1999,0.506,Background
Burg,1999,0.316,Background
Burg,2000,0.308,Background
Burg,2001,0.277,Background
Burg,2002,0.266,Background
Burgdorf,2007,0.533,Traffic
Burgdorf,2008,0.411,Traffic
Burgdorf,2009,0.492,Traffic
Burgdorf,2010,0.423,Traffic
Burgdorf,2011,0.316,Traffic
Burgdorf,2012,0.477,Traffic
Burghausen,1999,0.756,Background
Burghausen,2000,0.595,Background
Burghausen,2001,0.827,Background
Burghausen,2002,0.4,Background
Burghausen,2003,0.469,Background
Burghausen,2004,0.398,Background
Burghausen,2005,0.32,Background
Burghausen,2006,0.243,Background
Burghausen,2007,0.208,Background
Burghausen,2008,0.263,Background
Burghausen,2009,0.307,Background
Burghausen,2010,0.317,Background
Burghausen,2011,0.302,Background
Burghausen,2012,0.289,Background
Burghausen,2013,0.295,Background
Burghausen,2014,0.278,Background
Burghausen,2015,0.278,Background
Burghausen,2016,0.279,Background
Burghausen,2017,0.239,Background
Burghausen,2018,0.31,Background
Böblingen,1999,0.403,Background
Böblingen,2000,0.33,Background
Böblingen,2001,0.312,Background
Böblingen,2002,0.302,Background
Böblingen,2003,0.311,Background
Böblingen,2004,0.263,Background
Böblingen,2005,0.265,Background
Böhlen,1999,0.232,Background
Böhlen,2000,0.186,Background
Böhlen,2001,0.109,Background
Calw,1999,0.269,Background
Calw,2000,0.222,Background
Calw,2001,0.24,Background
Calw,2002,0.238,Background
Calw,2003,0.273,Background
Castrop-Rauxel,1999,0.559,Background
Castrop-Rauxel,2000,0.435,Background
Castrop-Rauxel,2001,0.461,Background
Castrop-Rauxel,2002,0.423,Background
Castrop-Rauxel,2002,0.59,Industrial
Castrop-Rauxel,2003,0.408,Industrial
Celle,2007,0.472,Traffic
Celle,2008,0.392,Traffic
Celle,2009,0.447,Traffic
Chemnitz,1999,0.531,Traffic
Chemnitz,1999,0.353,Background
Chemnitz,2000,0.493,Traffic
Chemnitz,2000,0.275,Background
Chemnitz,2001,0.481,Traffic
Chemnitz,2001,0.271,Background
Chemnitz,2002,0.669,Traffic
Chemnitz,2002,0.287,Background
Chemnitz,2003,0.682,Traffic
Chemnitz,2004,0.653,Traffic
Chemnitz,2005,0.618,Traffic
Chemnitz,2006,0.58,Traffic
Chemnitz,2007,0.508,Traffic
Coburg,1999,0.54,Traffic
Coburg,2000,0.45,Traffic
Coburg,2001,0.461,Traffic
Coburg,2002,0.437,Traffic
Coburg,2003,0.448,Traffic
Coburg,2004,0.352,Traffic
Coburg,2005,0.386,Traffic
Coburg,2006,0.473,Traffic
Coburg,2007,0.421,Traffic
Coburg,2008,0.386,Traffic
Coburg,2009,0.397,Traffic
Coburg,2010,0.372,Traffic
Coburg,2011,0.361,Traffic
Coburg,2012,0.344,Traffic
Coburg,2013,0.321,Traffic
Coburg,2014,0.317,Traffic
Coburg,2015,0.302,Traffic
Coburg,2016,0.308,Traffic
Coburg,2017,0.297,Traffic
Coburg,2018,0.289,Traffic
Coburg,2019,0.28,Traffic
Coburg,2020,0.251,Traffic
Coburg,2021,0.266,Traffic
Coburg,2022,0.239,Traffic
Coburg,2023,0.243,Traffic
Coburg,2024,0.263,Traffic
Cottbus,1999,0.483,Background
Cottbus,2000,0.444,Background
Cottbus,2001,0.388,Background
Cottbus,2002,1.003,Traffic
Cottbus,2002,0.5805,Background
Cottbus,2003,1.111,Traffic
Cottbus,2003,0.5,Background
Cottbus,2004,0.995,Traffic
Cottbus,2004,0.409,Background
Cottbus,2005,0.845,Traffic
Cottbus,2005,0.458,Background
Cottbus,2006,0.813,Traffic
Cottbus,2006,0.36,Background
Cottbus,2007,0.626,Traffic
Cottbus,2007,0.317,Background
Cottbus,2008,0.638,Traffic
Cottbus,2008,0.428,Background
Cottbus,2009,0.637,Traffic
Cottbus,2010,0.5815,Traffic
Cottbus,2011,0.4665,Traffic
Cottbus,2012,0.423,Traffic
Cottbus,2013,0.375,Traffic
Cottbus,2014,0.339,Traffic
Cottbus,2015,0.341,Traffic
Cottbus,2016,0.349,Traffic
Dallgow-Döberitz,2019,0.227,Background
Dallgow-Döberitz,2020,0.223,Background
Dallgow-Döberitz,2021,0.224,Background
Dallgow-Döberitz,2022,0.17,Background
Dallgow-Döberitz,2023,0.186,Background
Dallgow-Döberitz,2024,0.168,Background
Dallgow-Döberitz,2025,0.073,Background
Darmstadt,1988,14.039,Background
Darmstadt,1989,1.578,Background
Darmstadt,1999,1.51,Traffic
Darmstadt,1999,0.484,Background
Darmstadt,2000,1.395,Traffic
Darmstadt,2000,0.445,Background
Darmstadt,2001,1.221,Traffic
Darmstadt,2001,0.419,Background
Darmstadt,2002,1.139,Traffic
Darmstadt,2002,0.429,Background
Darmstadt,2003,1.13,Traffic
Darmstadt,2003,0.414,Background
Darmstadt,2004,0.972,Traffic
Darmstadt,2004,0.369,Background
Darmstadt,2005,0.884,Traffic
Darmstadt,2005,0.309,Background
Darmstadt,2006,0.761,Traffic
Darmstadt,2006,0.362,Background
Darmstadt,2007,0.69,Traffic
Darmstadt,2007,0.361,Background
Darmstadt,2008,0.662,Traffic
Darmstadt,2008,0.273,Background
Darmstadt,2009,0.689,Traffic
Darmstadt,2009,0.305,Background
Darmstadt,2010,0.63,Traffic
Darmstadt,2010,0.296,Background
Darmstadt,2011,0.61,Traffic
Darmstadt,2011,0.285,Background
Darmstadt,2012,0.532,Traffic
Darmstadt,2012,0.294,Background
Darmstadt,2013,0.498,Traffic
Darmstadt,2013,0.295,Background
Darmstadt,2014,0.511,Traffic
Darmstadt,2014,0.232,Background
Darmstadt,2015,0.493,Traffic
Darmstadt,2015,0.211,Background
Darmstadt,2016,0.429,Traffic
Darmstadt,2016,0.2,Background
Darmstadt,2017,0.415,Traffic
Darmstadt,2017,0.228,Background
Darmstadt,2018,0.4,Traffic
Darmstadt,2018,0.295,Background
Darmstadt,2019,0.409,Traffic
Darmstadt,2019,0.256,Background
Darmstadt,2020,0.287,Traffic
Darmstadt,2020,0.26,Background
Darmstadt,2021,0.32,Traffic
Darmstadt,2021,0.236,Background
Darmstadt,2022,0.297,Traffic
Darmstadt,2022,0.2,Background
Darmstadt,2023,0.288,Traffic
Darmstadt,2023,0.23,Background
Datteln,1999,0.497,Background
Datteln,2000,0.375,Background
Datteln,2001,0.37,Background
Datteln,2002,0.385,Background
Delitzsch,1999,0.25,Background
Delitzsch,2000,0.175,Background
Delitzsch,2001,0.129,Background
Dessau-Roßlau,1999,0.562,Traffic
Dessau-Roßlau,1999,0.262,Background
Dessau-Roßlau,2000,0.35,Traffic
Dessau-Roßlau,2000,0.229,Background
Dessau-Roßlau,2001,0.493,Traffic
Dessau-Roßlau,2001,0.238,Background
Dessau-Roßlau,2002,0.503,Traffic
Dessau-Roßlau,2002,0.233,Background
Dessau-Roßlau,2003,0.501,Traffic
Dessau-Roßlau,2003,0.276,Background
Dessau-Roßlau,2004,0.481,Traffic
Dessau-Roßlau,2004,0.326,Background
Dessau-Roßlau,2005,0.426,Traffic
Dessau-Roßlau,2005,0.336,Background
Dessau-Roßlau,2006,0.451,Traffic
Dessau-Roßlau,2007,0.35,Traffic
Dessau-Roßlau,2008,0.292,Traffic
Dessau-Roßlau,2009,0.256,Traffic
Dillingen/Saar,1988,1.246,Background
Dillingen/Saar,1989,1.772,Background
Dillingen/Saar,1999,0.41,Background
Dillingen/Saar,2000,0.472,Background
Dillingen/Saar,2001,0.49899999999999994,Background
Dillingen/Saar,2002,0.522,Background
Dillingen/Saar,2003,0.474,Background
Dillingen/Saar,2004,0.503,Background
Dillingen/Saar,2005,0.445,Background
Dillingen/Saar,2006,0.507,Background
Dillingen/Saar,2007,0.478,Background
Dillingen/Saar,2008,0.484,Background
Dillingen/Saar,2009,0.46,Background
Dillingen/Saar,2010,0.4749999999999999,Background
Dillingen/Saar,2011,0.5,Background
Dillingen/Saar,2012,0.496,Background
Dillingen/Saar,2013,0.457,Industrial
Dillingen/Saar,2014,0.489,Industrial
Dillingen/Saar,2015,0.392,Industrial
Dillingen/Saar,2016,0.388,Industrial
Dillingen/Saar,2017,0.365,Industrial
Dillingen/Saar,2018,0.388,Industrial
Dillingen/Saar,2019,0.378,Industrial
Dillingen/Saar,2020,0.369,Industrial
Dillingen/Saar,2021,0.397,Industrial
Dillingen/Saar,2022,0.429,Industrial
Dillingen/Saar,2023,0.372,Industrial
Dillingen/Saar,2024,0.317,Industrial
Dillingen/Saar,2025,0.276,Industrial
Dormagen,1999,0.319,Background
Dormagen,2000,0.275,Background
Dormagen,2001,0.282,Background
