Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State,District,City
DEBB055,O3,2025,57.182,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB048,O3,2013,51.036,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB075,O3,2025,57.136,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB063,O3,2019,59.142,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,O3,2025,58.976,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB109,O3,2020,50.654,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBB109,O3,2022,58.058,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBB053,O3,2019,56.961,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB032,O3,2014,49.049,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,O3,2017,52.649,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB066,O3,2015,50.445,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,O3,2021,50.183,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,O3,2022,52.641,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBW022,O3,2015,47.905,ug/m3,Industrial,Suburban,BW,Ortenaukreis,Kehl
DEBW022,O3,2020,52.444,ug/m3,Industrial,Suburban,BW,Ortenaukreis,Kehl
DEBE062,O3,2014,43.042,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE062,O3,2015,49.188,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB092,O3,2015,50.72,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,O3,2020,56.703,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,O3,2023,58.258,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB055,O3,2016,47.824,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB055,O3,2019,54.65,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB007,O3,2019,54.598,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB007,O3,2013,50.285,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBE051,O3,2018,49.423,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBB007,O3,2014,45.895,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB083,O3,2017,49.556,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB083,O3,2025,62.465,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBW006,O3,2013,41.561,ug/m3,Background,Urban,BW,Mannheim,Mannheim
DEBB063,O3,2013,57.086,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,O3,2018,59.761,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB110,O3,2019,49.628,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBB110,O3,2023,59.018,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBB065,O3,2015,50.091,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,O3,2021,52.725,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,O3,2024,55.581,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB111,O3,2024,55.979,ug/m3,Background,Urban,BB,Elbe-Elster,Elsterwerda
DEBB021,O3,2023,57.217,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB066,O3,2023,53.286,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,O3,2025,62.047,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB007,O3,2016,45.874,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBE010,O3,2015,46.586,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB021,O3,2013,50.913,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,O3,2020,55.57,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB064,O3,2022,58.433,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB021,O3,2024,58.034,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB111,O3,2025,61.372,ug/m3,Background,Urban,BB,Elbe-Elster,Elsterwerda
DEBB075,O3,2014,44.036,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBE027,O3,2018,55.707,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE027,O3,2024,54.688,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBW031,O3,2014,81.229,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBE032,O3,2016,43.955,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE032,O3,2018,51.27,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE032,O3,2020,47.021,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB112,O3,2023,54.432,ug/m3,Background,Suburban,BB,Dahme-Spreewald,Wildau
DEBE065,O3,2022,46.817,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBW004,O3,2022,51.374,ug/m3,Background,Rural,BW,Karlsruhe,Eggenstein-Leopoldshafen
DEBB065,O3,2013,51.917,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,O3,2016,47.959,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB053,O3,2018,58.261,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,O3,2022,58.992,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBE034,O3,2015,45.276,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE034,O3,2017,42.491,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB021,O3,2019,52.824,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBW010,O3,2019,51.832,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBW010,O3,2013,46.527,ug/m3,Background,Suburban,BW,Rhein-Neckar-Kreis,Wiesloch
DEBB086,O3,2013,48.989,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBB086,O3,2018,52.963,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBW023,O3,2015,48.601,ug/m3,Background,Suburban,BW,Lörrach,Weil am Rhein
DEBW023,O3,2025,22.736,ug/m3,Background,Suburban,BW,Lörrach,Weil am Rhein
DEBB032,O3,2024,55.699,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB021,O3,2018,54.355,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,O3,2022,60.031,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBE056,O3,2017,50.333,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBW027,O3,2017,49.775,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBE010,O3,2018,49.193,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE034,O3,2024,53.304,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBB092,O3,2018,59.973,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB064,O3,2024,57.207,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB029,O3,2014,49.422,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB029,O3,2023,54.571,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBB048,O3,2016,43.069,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,O3,2024,56.246,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBE065,O3,2020,42.696,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBE065,O3,2023,46.876,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBW019,O3,2022,48.462,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBB029,O3,2021,53.083,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBE051,O3,2022,46.397,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBB063,O3,2016,49.816,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,O3,2021,56.265,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB029,O3,2024,56.067,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBE062,O3,2022,50.85,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE062,O3,2023,50.485,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE034,O3,2018,51.17,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBE034,O3,2021,47.561,ug/m3,Background,Urban,BE,Berlin,Berlin
DEBW005,O3,2013,44.087,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,O3,2019,47.841,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,O3,2021,44.895,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW005,O3,2023,53.714,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW013,O3,2013,39.484,ug/m3,Background,Urban,BW,Stuttgart,Stuttgart
DEBW013,O3,2017,42.222,ug/m3,Background,Urban,BW,Stuttgart,Stuttgart
DEBB021,O3,2016,45.002,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB021,O3,2021,53.194,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB048,O3,2015,46.709,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,O3,2018,53.722,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,O3,2025,54.595,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB055,O3,2020,53.168,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBW024,O3,2018,52.172,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBW024,O3,2019,50.42,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBW019,O3,2015,41.808,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBW042,O3,2018,48.406,ug/m3,Background,Suburban,BW,Esslingen,Filderstadt
DEBW042,O3,2022,51.355,ug/m3,Background,Suburban,BW,Esslingen,Filderstadt
DEBB053,O3,2014,50.818,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB111,O3,2022,57.143,ug/m3,Background,Urban,BB,Elbe-Elster,Elsterwerda
DEBB042,O3,2013,53.41,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB029,O3,2019,54.319,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBW022,O3,2016,42.538,ug/m3,Industrial,Suburban,BW,Ortenaukreis,Kehl
DEBW024,O3,2016,44.177,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBB055,O3,2014,47.923,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB055,O3,2015,48.368,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBW031,O3,2019,85.536,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBW013,O3,2019,46.854,ug/m3,Background,Urban,BW,Stuttgart,Stuttgart
DEBW013,O3,2023,52.673,ug/m3,Background,Urban,BW,Stuttgart,Stuttgart
DEBB048,O3,2019,52.634,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB007,O3,2018,53.996,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB086,O3,2025,59.386,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBW039,O3,2023,55.186,ug/m3,Background,Suburban,BW,Schwarzwald-Baar-Kreis,Villingen-Schwenningen
DEBW039,O3,2025,54.875,ug/m3,Background,Suburban,BW,Schwarzwald-Baar-Kreis,Villingen-Schwenningen
DEBB029,O3,2025,57.045,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBE051,O3,2013,50.515,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBE051,O3,2017,44.376,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBB086,O3,2016,43.905,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBE051,O3,2019,45.605,ug/m3,Background,Suburban,BE,Berlin,Berlin
DEBB086,O3,2021,48.149,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBB086,O3,2023,53.389,ug/m3,Background,Suburban,BB,Teltow-Fläming,Blankenfelde-Mahlow
DEBW005,O3,2022,50.599,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBB063,O3,2014,50.745,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,O3,2015,50.978,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB063,O3,2022,59.925,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBW046,O3,2016,45.327,ug/m3,Background,Suburban,BW,Biberach,Biberach an der Riß
DEBB063,O3,2020,57.926,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBB065,O3,2014,46.881,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,O3,2018,58.197,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,O3,2022,56.684,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBB065,O3,2025,56.591,ug/m3,Background,Rural,BB,Potsdam-Mittelmark,Bad Belzig
DEBE027,O3,2015,53.169,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBE027,O3,2021,51.79,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB007,O3,2020,52.842,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB092,O3,2014,49.63,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBW052,O3,2021,49.952,ug/m3,Background,Urban,BW,Konstanz,Konstanz
DEBW005,O3,2016,42.426,ug/m3,Industrial,Suburban,BW,Mannheim,Mannheim
DEBW009,O3,2023,56.597,ug/m3,Background,Urban,BW,Heidelberg,Heidelberg
DEBB053,O3,2013,56.699,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,O3,2025,56.571,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB053,O3,2024,54.076,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB092,O3,2013,31.217,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,O3,2019,56.969,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB092,O3,2024,56.741,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBB110,O3,2021,53.073,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBW031,O3,2017,84.234,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBW031,O3,2022,82.623,ug/m3,Background,Rural,BW,Breisgau-Hochschwarzwald,Staufen-Münstertal
DEBW009,O3,2016,44.339,ug/m3,Background,Urban,BW,Heidelberg,Heidelberg
DEBW009,O3,2025,48.841,ug/m3,Background,Urban,BW,Heidelberg,Heidelberg
DEBW042,O3,2013,41.017,ug/m3,Background,Suburban,BW,Esslingen,Filderstadt
DEBW059,O3,2024,44.825,ug/m3,Background,Suburban,BW,Main-Tauber-Kreis,Tauberbischofsheim
DEBW107,O3,2021,39.8,ug/m3,Background,Suburban,BW,Tübingen,Tübingen
DEBB075,O3,2018,52.975,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB075,O3,2022,54.056,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB083,O3,2015,48.761,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB083,O3,2016,45.396,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBW023,O3,2018,55.469,ug/m3,Background,Suburban,BW,Lörrach,Weil am Rhein
DEBW023,O3,2020,51.398,ug/m3,Background,Suburban,BW,Lörrach,Weil am Rhein
DEBY002,O3,2014,38.001,ug/m3,Background,Suburban,BY,Wunsiedel im Fichtelgebirge,Arzberg
DEBY002,O3,2024,47.821,ug/m3,Background,Suburban,BY,Wunsiedel im Fichtelgebirge,Arzberg
DEBY002,O3,2025,46.127,ug/m3,Background,Suburban,BY,Wunsiedel im Fichtelgebirge,Arzberg
DEBB007,O3,2015,48.506,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB067,O3,2020,53.15,ug/m3,Background,Suburban,BB,Havelland,Nauen
DEBB055,O3,2017,48.967,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBB055,O3,2022,55.99,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBW015,O3,2020,46.601,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBB066,O3,2013,53.073,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBW022,O3,2022,52.372,ug/m3,Industrial,Suburban,BW,Ortenaukreis,Kehl
DEBB075,O3,2015,46.535,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB075,O3,2019,50.33,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB075,O3,2023,52.494,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBB029,O3,2022,55.902,ug/m3,Industrial,Suburban,BB,Uckermark,Schwedt/Oder
DEBW112,O3,2024,49.996,ug/m3,Background,Suburban,BW,Böblingen,Gärtringen/Ehningen
DEBB075,O3,2017,46.723,ug/m3,Background,Suburban,BB,Potsdam,Potsdam
DEBE065,O3,2024,46.971,ug/m3,Traffic,Urban,BE,Berlin,Berlin
DEBB083,O3,2020,51.314,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB083,O3,2023,54.564,ug/m3,Background,Suburban,BB,Spree-Neiße,Spremberg
DEBB063,O3,2023,56.824,ug/m3,Background,Suburban,BB,Prignitz,Wittenberge
DEBW033,O3,2013,42.13,ug/m3,Background,Urban,BW,Pforzheim,Pforzheim
DEBW033,O3,2025,51.467,ug/m3,Background,Urban,BW,Pforzheim,Pforzheim
DEBW038,O3,2013,45.323,ug/m3,Background,Urban,BW,Bodenseekreis,Friedrichshafen
DEBW038,O3,2014,42.546,ug/m3,Background,Urban,BW,Bodenseekreis,Friedrichshafen
DEBW038,O3,2015,45.672,ug/m3,Background,Urban,BW,Bodenseekreis,Friedrichshafen
DEBW038,O3,2021,48.528,ug/m3,Background,Urban,BW,Bodenseekreis,Friedrichshafen
DEBB066,O3,2016,45.551,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB066,O3,2020,49.897,ug/m3,Background,Rural,BB,Dahme-Spreewald,Lieberose/Oberspreewald
DEBB109,O3,2021,51.009,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBB109,O3,2023,53.538,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBB007,O3,2017,49.445,ug/m3,Background,Suburban,BB,Elbe-Elster,Elsterwerda
DEBB055,O3,2013,52.853,ug/m3,Background,Suburban,BB,Brandenburg an der Havel,Brandenburg an der Havel
DEBW015,O3,2018,45.976,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW015,O3,2021,41.749,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBW024,O3,2021,47.471,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBW024,O3,2022,55.786,ug/m3,Background,Suburban,BW,Ludwigsburg,Ludwigsburg
DEBW046,O3,2015,48.346,ug/m3,Background,Suburban,BW,Biberach,Biberach an der Riß
DEBB053,O3,2020,54.792,ug/m3,Background,Rural,BB,Märkisch-Oderland,Märkische Schweiz
DEBB109,O3,2024,53.072,ug/m3,Background,Urban,BB,Teltow-Fläming,Luckenwalde
DEBW073,O3,2014,47.181,ug/m3,Background,Suburban,BW,Breisgau-Hochschwarzwald,Neuenburg am Rhein
DEBW073,O3,2017,49.506,ug/m3,Background,Suburban,BW,Breisgau-Hochschwarzwald,Neuenburg am Rhein
DEBB032,O3,2023,56.677,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB067,O3,2014,46.282,ug/m3,Background,Suburban,BB,Havelland,Nauen
DEBW015,O3,2016,39.228,ug/m3,Background,Urban,BW,Heilbronn (Stadtkreis),Heilbronn
DEBB112,O3,2024,53.575,ug/m3,Background,Suburban,BB,Dahme-Spreewald,Wildau
DEBW027,O3,2016,42.811,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBW027,O3,2021,45.605,ug/m3,Background,Urban,BW,Reutlingen,Reutlingen
DEBW019,O3,2020,43.666,ug/m3,Background,Urban,BW,Ulm,Ulm
DEBB032,O3,2015,53.36,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,O3,2018,58.023,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,O3,2019,59.276,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,O3,2020,56.913,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB032,O3,2022,57.604,ug/m3,Industrial,Suburban,BB,Oder-Spree,Eisenhüttenstadt
DEBB064,O3,2015,51.241,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBB064,O3,2020,52.634,ug/m3,Background,Urban,BB,Cottbus,Cottbus
DEBW033,O3,2015,44.105,ug/m3,Background,Urban,BW,Pforzheim,Pforzheim
DEBW033,O3,2017,44.951,ug/m3,Background,Urban,BW,Pforzheim,Pforzheim
DEBB092,O3,2025,58.762,ug/m3,Background,Suburban,BB,Frankfurt (Oder),Frankfurt (Oder)
DEBE056,O3,2021,51.779,ug/m3,Background,Rural,BE,Berlin,Berlin
DEBB021,O3,2025,58.75,ug/m3,Background,Urban,BB,Potsdam,Potsdam
DEBB110,O3,2025,57.721,ug/m3,Background,Suburban,BB,Havelland,Dallgow-Döberitz
DEBW009,O3,2021,47.549,ug/m3,Background,Urban,BW,Heidelberg,Heidelberg
DEBB048,O3,2014,46.4,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB048,O3,2020,51.632,ug/m3,Background,Suburban,BB,Ostprignitz-Ruppin,Neuruppin
DEBB111,O3,2023,57.781,ug/m3,Background,Urban,BB,Elbe-Elster,Elsterwerda
DEBW039,O3,2016,47.517,ug/m3,Background,Suburban,BW,Schwarzwald-Baar-Kreis,Villingen-Schwenningen
