Air Quality Station EoI Code,Air Pollutant,Year,Air Pollution Level,Unit Of Air Pollution Level,Air Quality Station Type,Air Quality Station Area,State_x,District,City,Yearly Difference,Yearly Mean Difference,Normalized Difference,State_y,Date,Linke,Gruene,SPD,FDP,CDU,AfD,Others,_merge
,,,,,,,,,Apolda,,,,TH,2009.0,20.0,3.333333333333333,10.0,10.0,36.66666666666666,0.0,20.0,right_only
,,,,,,,,,Apolda,,,,TH,2014.0,20.0,3.333333333333333,10.0,6.666666666666667,36.66666666666666,0.0,23.333333333333343,right_only
,,,,,,,,,Apolda,,,,TH,2019.0,10.0,6.666666666666667,6.666666666666667,6.666666666666667,30.0,16.666666666666664,23.33333333333333,right_only
,,,,,,,,,Apolda,,,,TH,2024.0,6.666666666666667,3.333333333333333,0.0,6.666666666666667,30.0,26.666666666666668,26.666666666666668,right_only
,,,,,,,,,Arnsberg,,,,NW,1999.0,0.0,4.3478260869565215,39.130434782608695,4.3478260869565215,52.17391304347826,0.0,0.0,right_only
,,,,,,,,,Arnsberg,,,,NW,2004.0,0.0,6.521739130434782,32.608695652173914,6.521739130434782,54.34782608695652,0.0,0.0,right_only
,,,,,,,,,Arnsberg,,,,NW,2009.0,0.0,8.695652173913043,32.608695652173914,10.869565217391305,47.82608695652174,0.0,0.0,right_only
,,,,,,,,,Arnsberg,,,,NW,2014.0,4.166666666666666,8.333333333333332,29.166666666666668,6.25,45.83333333333333,4.166666666666666,2.0833333333333286,right_only
,,,,,,,,,Arnsberg,,,,NW,2020.0,1.9230769230769231,13.461538461538462,28.846153846153843,7.6923076923076925,38.46153846153847,3.8461538461538463,5.769230769230783,right_only
,,,,,,,,,Arnstadt,,,,TH,1994.0,16.666666666666664,0.0,20.0,0.0,23.33333333333333,0.0,40.0,right_only
,,,,,,,,,Arnstadt,,,,TH,1999.0,20.0,0.0,16.666666666666664,0.0,33.33333333333333,0.0,30.0,right_only
,,,,,,,,,Arnstadt,,,,TH,2009.0,23.33333333333333,0.0,16.666666666666664,6.666666666666667,16.666666666666664,0.0,36.66666666666666,right_only
,,,,,,,,,Arnstadt,,,,TH,2014.0,23.33333333333333,0.0,16.666666666666664,3.333333333333333,16.666666666666664,0.0,40.0,right_only
,,,,,,,,,Arnstadt,,,,TH,2019.0,11.76470588235294,5.88235294117647,8.823529411764707,2.941176470588235,17.647058823529413,17.647058823529413,35.294117647058826,right_only
,,,,,,,,,Arnstadt,,,,TH,2024.0,10.0,3.333333333333333,6.666666666666667,3.333333333333333,16.666666666666664,23.33333333333333,36.66666666666666,right_only
,,,,,,,,,Aschaffenburg,,,,BY,1990.0,0.0,4.545454545454546,38.63636363636363,2.272727272727273,40.909090909090914,0.0,13.63636363636363,right_only
,,,,,,,,,Aschaffenburg,,,,BY,1996.0,0.0,9.090909090909092,34.090909090909086,2.272727272727273,40.909090909090914,0.0,13.63636363636364,right_only
,,,,,,,,,Aschaffenburg,,,,BY,2014.0,0.0,13.636363636363637,31.818181818181817,4.545454545454546,36.36363636363637,0.0,13.63636363636363,right_only
,,,,,,,,,Aschaffenburg,,,,BY,2020.0,0.0,20.454545454545457,27.27272727272727,4.545454545454546,31.818181818181817,4.545454545454546,11.36363636363637,right_only
,,,,,,,,,Aschersleben,,,,SA,1994.0,16.750403528315182,8.798053970491281,22.36115215859231,9.095869234091891,25.607565871734835,0.0,17.386955236774497,right_only
,,,,,,,,,Aschersleben,,,,SA,1999.0,20.22026431718061,3.696769456681351,23.755506607929515,0.0,32.988252569750365,0.0,19.33920704845815,right_only
,,,,,,,,,Attendorn,,,,NW,1999.0,0.0,2.631578947368421,42.10526315789473,0.0,50.0,0.0,5.263157894736848,right_only
,,,,,,,,,Attendorn,,,,NW,2004.0,0.0,2.631578947368421,44.73684210526316,2.631578947368421,44.73684210526316,0.0,5.263157894736836,right_only
,,,,,,,,,Attendorn,,,,NW,2009.0,0.0,5.263157894736842,36.84210526315789,7.894736842105263,42.10526315789473,0.0,7.8947368421052655,right_only
,,,,,,,,,Attendorn,,,,NW,2014.0,0.0,2.631578947368421,47.368421052631575,2.631578947368421,39.47368421052632,0.0,7.894736842105274,right_only
,,,,,,,,,Attendorn,,,,NW,2020.0,0.0,7.894736842105263,42.10526315789473,5.263157894736842,39.47368421052632,0.0,5.263157894736848,right_only
,,,,,,,,,Augsburg,,,,BY,1990.0,0.0,10.0,28.33333333333333,1.6666666666666667,45.0,0.0,15.0,right_only
,,,,,,,,,Augsburg,,,,BY,1996.0,0.0,10.0,31.666666666666664,1.6666666666666667,46.66666666666666,0.0,10.0,right_only
,,,,,,,,,Aurich,,,,NI,2001.0,1.7,0.0,42.3,3.3,33.2,0.0,21.2,right_only
,,,,,,,,,Aurich,,,,NI,2006.0,3.8,6.2,37.6,2.5,32.3,0.0,21.4,right_only
,,,,,,,,,Aurich,,,,NI,2011.0,3.4,13.9,34.8,0.9,27.1,0.0,23.4,right_only
,,,,,,,,,Aurich,,,,NI,2016.0,4.9,8.0,32.5,2.3,26.8,0.0,30.4,right_only
,,,,,,,,,Aurich,,,,NI,2021.0,4.9,12.5,33.6,6.5,23.7,0.0,23.8,right_only
,,,,,,,,,Backnang,,,,BW,1999.0,0.0,7.6923076923076925,26.923076923076923,0.0,46.15384615384615,0.0,19.23076923076923,right_only
,,,,,,,,,Backnang,,,,BW,2004.0,0.0,7.6923076923076925,23.07692307692308,0.0,42.30769230769231,0.0,26.92307692307691,right_only
,,,,,,,,,Backnang,,,,BW,2009.0,0.0,11.538461538461538,23.07692307692308,0.0,38.46153846153847,0.0,26.92307692307691,right_only
,,,,,,,,,Backnang,,,,BW,2014.0,0.0,15.384615384615383,23.07692307692308,0.0,34.61538461538461,0.0,26.92307692307691,right_only
,,,,,,,,,Backnang,,,,BW,2019.0,0.0,19.230769230769237,19.230769230769237,0.0,26.923076923076923,7.6923076923076925,26.92307692307691,right_only
,,,,,,,,,Backnang,,,,BW,2024.0,0.0,15.384615384615383,15.384615384615383,0.0,26.923076923076923,15.384615384615383,26.923076923076927,right_only
,,,,,,,,,Bad Harzburg,,,,NI,2001.0,0.0,6.4,42.5,9.6,41.5,0.0,0.0,right_only
,,,,,,,,,Bad Harzburg,,,,NI,2006.0,0.0,8.5,38.4,6.9,35.0,0.0,11.3,right_only
,,,,,,,,,Bad Harzburg,,,,NI,2011.0,3.0,14.2,36.0,2.4,34.4,0.0,12.9,right_only
,,,,,,,,,Bad Harzburg,,,,NI,2016.0,3.2,11.2,31.9,3.2,31.8,12.5,22.0,right_only
,,,,,,,,,Bad Harzburg,,,,NI,2021.0,0.0,14.4,37.8,4.0,32.9,5.6,11.0,right_only
,,,,,,,,,Bad Hersfeld,,,,HE,2021.0,2.564102564102564,12.82051282051282,33.33333333333333,10.256410256410255,23.07692307692308,0.0,17.948717948717956,right_only
,,,,,,,,,Bad Homburg vor der Höhe,,,,HE,2021.0,2.0408163265306123,18.367346938775512,14.285714285714285,10.20408163265306,42.85714285714285,2.0408163265306123,10.204081632653056,right_only
,,,,,,,,,Bad Honnef,,,,NW,1999.0,0.0,0.0,23.684210526315788,7.894736842105263,44.73684210526316,0.0,23.684210526315795,right_only
,,,,,,,,,Bad Honnef,,,,NW,2004.0,0.0,0.0,22.727272727272727,9.090909090909092,34.090909090909086,0.0,34.09090909090909,right_only
,,,,,,,,,Bad Honnef,,,,NW,2009.0,0.0,10.0,20.0,12.0,32.0,0.0,26.0,right_only
,,,,,,,,,Bad Honnef,,,,NW,2014.0,0.0,14.285714285714285,23.809523809523807,7.142857142857142,35.714285714285715,0.0,19.047619047619065,right_only
,,,,,,,,,Bad Honnef,,,,NW,2020.0,0.0,28.125,18.75,6.25,31.25,0.0,15.625,right_only
,,,,,,,,,Bad Kissingen,,,,BY,1990.0,0.0,0.0,30.0,3.333333333333333,43.333333333333336,0.0,23.33333333333334,right_only
,,,,,,,,,Bad Kissingen,,,,BY,1996.0,0.0,0.0,30.0,0.0,46.66666666666666,0.0,23.33333333333334,right_only
,,,,,,,,,Bad Kissingen,,,,BY,2002.0,0.0,0.0,26.666666666666668,0.0,50.0,0.0,23.33333333333334,right_only
,,,,,,,,,Bad Kissingen,,,,BY,2008.0,0.0,0.0,30.0,3.333333333333333,36.66666666666666,0.0,30.0,right_only
,,,,,,,,,Bad Kissingen,,,,BY,2014.0,0.0,0.0,30.0,3.333333333333333,33.33333333333333,0.0,33.33333333333333,right_only
,,,,,,,,,Bad Kissingen,,,,BY,2020.0,3.333333333333333,0.0,20.0,0.0,30.0,6.666666666666667,40.0,right_only
,,,,,,,,,Bad Kreuznach,,,,RP,2009.0,3.389830508474576,6.779661016949152,27.11864406779661,8.47457627118644,32.20338983050847,0.0,22.033898305084747,right_only
,,,,,,,,,Bad Kreuznach,,,,RP,2014.0,4.0,8.0,34.0,4.0,38.0,6.0,6.0,right_only
,,,,,,,,,Bad Krozingen (Kreis Breisgau-Hochschwarzwald),,,,BW,1999.0,0.0,0.0,15.384615384615383,0.0,57.692307692307686,0.0,26.923076923076927,right_only
,,,,,,,,,Bad Krozingen (Kreis Breisgau-Hochschwarzwald),,,,BW,2004.0,0.0,0.0,18.51851851851852,0.0,51.85185185185185,0.0,29.629629629629623,right_only
,,,,,,,,,Bad Krozingen (Kreis Breisgau-Hochschwarzwald),,,,BW,2009.0,0.0,0.0,15.384615384615383,0.0,46.15384615384615,0.0,38.46153846153846,right_only
,,,,,,,,,Bad Krozingen (Kreis Breisgau-Hochschwarzwald),,,,BW,2014.0,0.0,14.814814814814811,14.814814814814811,0.0,37.03703703703704,0.0,33.33333333333333,right_only
,,,,,,,,,Bad Krozingen (Kreis Breisgau-Hochschwarzwald),,,,BW,2019.0,0.0,21.73913043478261,13.043478260869565,0.0,34.78260869565217,0.0,30.43478260869565,right_only
,,,,,,,,,Bad Krozingen (Kreis Breisgau-Hochschwarzwald),,,,BW,2024.0,0.0,26.08695652173913,13.043478260869565,0.0,39.130434782608695,0.0,21.73913043478261,right_only
,,,,,,,,,Bad Mergentheim,,,,BW,1999.0,0.0,6.896551724137931,13.79310344827586,0.0,55.172413793103445,0.0,24.13793103448276,right_only
,,,,,,,,,Bad Mergentheim,,,,BW,2004.0,0.0,12.12121212121212,12.12121212121212,0.0,45.45454545454545,0.0,30.303030303030297,right_only
,,,,,,,,,Bad Mergentheim,,,,BW,2009.0,0.0,14.285714285714285,10.714285714285714,3.571428571428571,46.42857142857143,0.0,25.0,right_only
,,,,,,,,,Bad Mergentheim,,,,BW,2014.0,0.0,16.129032258064516,12.903225806451612,0.0,48.38709677419355,0.0,22.58064516129032,right_only
,,,,,,,,,Bad Mergentheim,,,,BW,2019.0,0.0,21.21212121212121,12.12121212121212,6.0606060606060606,42.42424242424242,0.0,18.181818181818173,right_only
,,,,,,,,,Bad Mergentheim,,,,BW,2024.0,0.0,13.157894736842104,7.894736842105263,5.263157894736842,36.84210526315789,0.0,36.8421052631579,right_only
,,,,,,,,,Bad Nauheim,,,,HE,2021.0,0.0,19.51219512195122,12.195121951219512,12.195121951219512,24.390243902439025,0.0,31.707317073170728,right_only
,,,,,,,,,Bad Neuenahr-Ahrweiler,,,,RP,2009.0,0.0,11.11111111111111,16.666666666666664,8.333333333333332,47.22222222222222,0.0,16.66666666666667,right_only
,,,,,,,,,Bad Neuenahr-Ahrweiler,,,,RP,2014.0,2.7777777777777777,11.11111111111111,19.444444444444446,2.7777777777777777,47.22222222222222,0.0,16.666666666666657,right_only
,,,,,,,,,Bad Oeynhausen,,,,NW,1999.0,0.0,9.090909090909092,36.36363636363637,4.545454545454546,50.0,0.0,0.0,right_only
,,,,,,,,,Bad Oeynhausen,,,,NW,2004.0,0.0,15.909090909090908,36.36363636363637,6.8181818181818175,40.909090909090914,0.0,0.0,right_only
,,,,,,,,,Bad Oeynhausen,,,,NW,2009.0,4.545454545454546,9.090909090909092,29.545454545454547,6.8181818181818175,34.090909090909086,0.0,15.909090909090915,right_only
,,,,,,,,,Bad Oeynhausen,,,,NW,2014.0,4.545454545454546,11.363636363636363,31.818181818181817,2.272727272727273,36.36363636363637,0.0,13.636363636363626,right_only
,,,,,,,,,Bad Oeynhausen,,,,NW,2020.0,3.7037037037037033,18.51851851851852,24.074074074074076,5.555555555555555,35.18518518518518,5.555555555555555,7.4074074074074066,right_only
,,,,,,,,,Bad Rappenau,,,,BW,1999.0,0.0,0.0,37.03703703703704,0.0,51.85185185185185,0.0,11.11111111111111,right_only
,,,,,,,,,Bad Rappenau,,,,BW,2004.0,0.0,0.0,33.33333333333333,2.7777777777777777,52.77777777777778,0.0,11.11111111111111,right_only
,,,,,,,,,Bad Rappenau,,,,BW,2009.0,0.0,0.0,25.64102564102564,0.0,43.58974358974359,0.0,30.76923076923077,right_only
,,,,,,,,,Bad Rappenau,,,,BW,2014.0,0.0,0.0,23.52941176470588,0.0,41.17647058823529,0.0,35.29411764705883,right_only
,,,,,,,,,Bad Rappenau,,,,BW,2019.0,0.0,17.142857142857142,17.142857142857142,0.0,31.428571428571427,0.0,34.28571428571428,right_only
,,,,,,,,,Bad Rappenau,,,,BW,2024.0,0.0,10.81081081081081,16.216216216216218,0.0,29.72972972972973,0.0,43.24324324324324,right_only
,,,,,,,,,Bad Salzuflen,,,,NW,1999.0,0.0,4.166666666666666,33.33333333333333,6.25,52.083333333333336,0.0,4.166666666666663,right_only
,,,,,,,,,Bad Salzuflen,,,,NW,2004.0,2.083333333333333,8.333333333333332,37.5,6.25,37.5,0.0,8.333333333333337,right_only
,,,,,,,,,Bad Salzuflen,,,,NW,2009.0,4.166666666666666,8.333333333333332,33.33333333333333,10.416666666666668,35.41666666666667,0.0,8.333333333333325,right_only
,,,,,,,,,Bad Salzuflen,,,,NW,2014.0,4.166666666666666,8.333333333333332,33.33333333333333,6.25,35.41666666666667,0.0,12.5,right_only
,,,,,,,,,Bad Salzuflen,,,,NW,2020.0,1.6129032258064515,19.35483870967742,25.806451612903224,6.451612903225806,33.87096774193548,4.838709677419355,8.064516129032274,right_only
,,,,,,,,,Bad Salzungen,,,,TH,1994.0,26.666666666666668,6.666666666666667,23.33333333333333,0.0,33.33333333333333,0.0,10.0,right_only
,,,,,,,,,Bad Salzungen,,,,TH,1999.0,33.33333333333333,0.0,29.166666666666668,0.0,37.5,0.0,0.0,right_only
,,,,,,,,,Bad Salzungen,,,,TH,2004.0,33.33333333333333,0.0,8.333333333333332,4.166666666666666,29.166666666666668,0.0,25.0,right_only
,,,,,,,,,Bad Salzungen,,,,TH,2009.0,25.0,4.166666666666666,8.333333333333332,4.166666666666666,20.833333333333336,0.0,37.5,right_only
,,,,,,,,,Bad Salzungen,,,,TH,2014.0,20.833333333333336,4.166666666666666,4.166666666666666,4.166666666666666,25.0,0.0,41.66666666666667,right_only
,,,,,,,,,Bad Salzungen,,,,TH,2019.0,13.333333333333334,3.333333333333333,3.333333333333333,3.333333333333333,16.666666666666664,13.333333333333334,46.66666666666666,right_only
,,,,,,,,,Bad Salzungen,,,,TH,2024.0,3.333333333333333,0.0,3.333333333333333,3.333333333333333,23.33333333333333,23.33333333333333,43.333333333333336,right_only
,,,,,,,,,Bad Soden am Taunus,,,,HE,2021.0,0.0,21.62162162162162,13.513513513513514,10.81081081081081,37.83783783783784,0.0,16.21621621621621,right_only
,,,,,,,,,Bad Vilbel,,,,HE,2021.0,0.0,28.88888888888889,17.77777777777778,6.666666666666667,40.0,4.444444444444445,2.2222222222222285,right_only
,,,,,,,,,Bad Waldsee,,,,BW,2004.0,0.0,0.0,9.375,0.0,50.0,0.0,40.625,right_only
,,,,,,,,,Bad Waldsee,,,,BW,2009.0,0.0,0.0,10.0,0.0,46.66666666666666,0.0,43.33333333333333,right_only
,,,,,,,,,Bad Waldsee,,,,BW,2014.0,0.0,0.0,10.714285714285714,0.0,42.85714285714285,0.0,46.42857142857143,right_only
,,,,,,,,,Bad Waldsee,,,,BW,2019.0,0.0,19.230769230769237,7.6923076923076925,0.0,38.46153846153847,0.0,34.6153846153846,right_only
,,,,,,,,,Bad Waldsee,,,,BW,2024.0,0.0,11.538461538461538,7.6923076923076925,0.0,42.30769230769231,0.0,38.46153846153846,right_only
,,,,,,,,,Bad Zwischenahn,,,,NI,2001.0,0.0,4.9,37.5,9.5,40.9,0.0,7.3,right_only
,,,,,,,,,Bad Zwischenahn,,,,NI,2006.0,0.0,5.9,35.0,8.3,41.8,0.0,9.0,right_only
,,,,,,,,,Bad Zwischenahn,,,,NI,2011.0,0.0,15.8,32.8,4.8,37.1,0.0,9.4,right_only
,,,,,,,,,Bad Zwischenahn,,,,NI,2016.0,3.8,11.2,29.5,6.7,35.2,0.0,17.4,right_only
,,,,,,,,,Bad Zwischenahn,,,,NI,2021.0,3.6,14.5,31.4,6.5,34.8,2.3,12.8,right_only
,,,,,,,,,Baesweiler,,,,NW,1999.0,0.0,5.263157894736842,23.684210526315788,0.0,71.05263157894737,0.0,0.0,right_only
,,,,,,,,,Baesweiler,,,,NW,2004.0,0.0,5.263157894736842,18.421052631578945,2.631578947368421,73.68421052631578,0.0,0.0,right_only
,,,,,,,,,Baesweiler,,,,NW,2009.0,0.0,7.894736842105263,15.789473684210526,5.263157894736842,68.42105263157895,0.0,2.631578947368418,right_only
,,,,,,,,,Baesweiler,,,,NW,2014.0,5.263157894736842,7.894736842105263,23.684210526315788,2.631578947368421,60.526315789473685,0.0,0.0,right_only
,,,,,,,,,Baesweiler,,,,NW,2020.0,2.631578947368421,10.526315789473683,21.052631578947366,2.631578947368421,63.1578947368421,0.0,1.1102230246251564e-14,right_only
,,,,,,,,,Balingen,,,,BW,2004.0,0.0,0.0,22.916666666666664,8.333333333333332,35.41666666666667,0.0,33.33333333333332,right_only
,,,,,,,,,Balingen,,,,BW,2009.0,0.0,10.0,20.0,15.0,30.0,0.0,25.0,right_only
,,,,,,,,,Balingen,,,,BW,2014.0,0.0,15.625,21.875,15.625,28.125,0.0,18.75,right_only
,,,,,,,,,Balingen,,,,BW,2019.0,0.0,21.875,18.75,18.75,25.0,0.0,15.625,right_only
,,,,,,,,,Balingen,,,,BW,2024.0,0.0,12.5,18.75,18.75,25.0,9.375,15.625,right_only
,,,,,,,,,Bamberg,,,,BY,1990.0,0.0,0.0,29.545454545454547,0.0,45.45454545454545,0.0,25.0,right_only
,,,,,,,,,Bamberg,,,,BY,1996.0,0.0,0.0,20.454545454545457,0.0,43.18181818181818,0.0,36.36363636363636,right_only
,,,,,,,,,Barsinghausen,,,,NI,2001.0,0.0,8.3,44.9,4.0,39.0,0.0,4.0,right_only
,,,,,,,,,Barsinghausen,,,,NI,2006.0,0.0,11.2,39.2,11.0,38.0,0.0,0.6,right_only
