154004;Bedburg-Hau;26;12;7;4;3;;;;;;;;;;;;;;;;;;;;;;
358024;J lich, Stadt;40;15;9;4;2;;;;;;;;;;;;;;;;;10;;;;;0
358028;Kreuzau;34;16;12;4;2;;;;;;;;;;;;;;;;;;;;;;0
358032;Langerwehe;26;13;9;3;1;0;;;;;;;;;;;;;;;;;;;;;
358036;Linnich, Stadt;32;12;9;3;1;;;;;;;;;;;;;1;;;;6;;;;;
358040;Merzenich;26;10;8;3;0;;;;;;;;;;;;;;;;;2;3;;;;
358044;Nideggen, Stadt;28;9;5;3;2;;;;;;;;;;;;;;;;;6;3;;;;
358048;Niederzier;26;9;14;2;0;;;;;;;;;;;;;;;;;;;;;;1
358052;N rvenich;26;14;8;;2;1;;;;;;;;;;;;;;;;1;;;;;
358056;Titz;26;13;8;2;1;;;;;;;;;;;;;;;;;2;;;;;
358060;Vettwei ;28;15;6;2;0;;;;;;;;;;;;;;;;;5;;;;;
362004;Bedburg, Stadt;36;15;12;2;1;;;;;;;;;;;;;;;;;6;;;;;
362008;Bergheim, Stadt;46;23;14;3;2;1;;;;;;;;2;;;;;;;;1;;;;;
362012;Br hl, Stadt;44;18;15;6;2;1;;;;;;;;;;;;1;;;;1;;;;;
362016;Elsdorf, Stadt;36;15;12;3;2;;;;;;;;;;;;;;;;;4;;;;;
362020;Erftstadt, Stadt;50;20;16;5;5;;;;;;;;;;;;;1;;;;3;;;;;
362024;Frechen, Stadt;46;20;14;6;2;2;;;;;;;;;;;;;;;;2;;;;;
362028;H rth, Stadt;44;18;15;5;1;2;;;;;;;;;;;;1;;;;2;;;;;
362032;Kerpen, Stadt;46;19;15;5;2;2;;;;;;;;;;;;1;;;;1;1;;;;
362036;Pulheim, Stadt;56;21;17;8;4;;;;;;;;;2;;;;;;;;4;;;;;0
362040;Wesseling, Stadt;38;17;13;3;2;1;;;;;;;;;;;;;;;;2;;;;;
366004;Bad M nstereifel, Stadt;32;12;8;3;4;1;;;;;;;;;;;;;;;;4;;;;;
366008;Blankenheim;28;12;5;2;2;;;;;;;;;;;;;;;;;7;;;;;
366012;Dahlem;20;12;6;;2;;;;;;;;;;;;;;;;;;;;;;
366016;Euskirchen, Stadt;48;21;12;6;4;3;;;;;;;;;;;;;;;;2;;;;;
366020;Hellenthal;26;12;7;2;2;;;;;;;;;;;;;;;;;2;1;;;;
366024;Kall;28;12;7;3;5;1;;;;;;;;;;;;;;;;;;;;;0
366028;Mechernich, Stadt;32;13;7;3;2;1;;;;;;;;;;;;;;;;6;;;;;
366032;Nettersheim;20;11;3;;1;;;;;;;;;;;;;;;;;5;;;;;
366036;Schleiden, Stadt;28;13;5;3;5;;;;;;;;;;;;;;;;;2;;;;;
366040;Weilerswist;34;14;12;4;4;;;;;;;;;;;;;;;;;;;;;;
366044;Z lpich, Stadt;32;14;8;2;2;1;;;;;;;;;;;;;;;;3;2;;;;
370004;Erkelenz, Stadt;48;21;9;9;3;;;1;;;;;;;;;;;;;;3;2;;;;
370008;Gangelt;32;19;6;1;1;;;;;;;;;;;;;;;;;2;3;;;;0
370012;Geilenkirchen, Stadt;38;18;7;5;1;2;;1;;;;;;;;;;;;;;4;;;;;0
370016;Heinsberg, Stadt;44;27;9;4;2;;;;;;;;;;;;;;;;;2;;;;;
370020;H ckelhoven, Stadt;44;26;10;3;1;2;;1;;;;;;;;;;;;;;1;;;;;
370024;Selfkant;28;14;5;2;3;;;;;;;;;;;;;;;;;4;;;;;
370028; bach-Palenberg, Stadt;32;15;10;3;1;;;;;;;;;;;;;;;;;2;1;;;;0
370032;Waldfeucht;30;17;4;4;2;;;;;;;;;;;;;;;;;3;;;;;
370036;Wassenberg, Stadt;36;18;11;3;2;2;;;;;;;;;;;;;;;;;;;;;
370040;Wegberg, Stadt;36;15;10;3;3;;;;;;;;;;;;;;;;;2;3;;;;
374004;Bergneustadt, Stadt;32;15;11;2;2;;;;;;;;;;;;;0;;;;2;;;;;0
374008;Engelskirchen;32;12;12;3;2;1;;;;;;;;;;;;;;;;2;;;;;
374012;Gummersbach, Stadt;44;21;14;3;3;2;;;;;;;;;;;;1;;;;;;;;;0
374016;H ckeswagen, Stadt;38;15;11;4;3;;;;;;;;;;;;;;;;;3;2;;;;0
374020;Lindlar;36;19;10;5;2;;;;;;;;;;;;;;;;;;;;;;
374024;Marienheide;26;12;7;2;2;1;;;;;;;;;;;;;;;;2;;;;;0
374028;Morsbach;26;9;7;2;1;;;;;;;;;;;;;;;;;5;2;;;;
374032;N mbrecht;32;13;10;4;2;;;;;;;;;;;;;;;;;3;;;;;
374036;Radevormwald, Stadt;40;15;9;3;2;;;;;;;;;2;;;;;;;;5;3;1;;;
374040;Reichshof;34;16;7;3;1;1;;;;;;;;;;;;;;;;5;;;;;1
374044;Waldbr l, Stadt;34;15;9;3;3;;;;;;;;;;;;;;;;;4;;;;;
374048;Wiehl, Stadt;36;13;13;3;2;2;;;;;;;;;;;;;;;;3;;;;;
374052;Wipperf rth, Stadt;34;17;8;3;1;1;;;;;;;;;;;;;;;;4;;;;;
378004;Bergisch Gladbach, Stadt;62;26;15;10;3;3;;;;;;;;0;;;3;;;;;0;1;1;;;
378008;Burscheid, Stadt;40;16;8;4;2;1;;;;;;;;;;;;;;;;7;2;;;;
378012;K rten;38;16;6;4;4;;;;;;;;;;;;;;;;;8;;;;;
378016;Leichlingen (Rhld.), Stadt;32;11;12;3;1;1;;;;;;;;;;;;;;;;2;2;;;;
378020;Odenthal;32;17;5;5;2;;;;;;;;;;;;;;;;;1;2;;;;
378024;Overath, Stadt;44;19;12;6;4;;;;;;;;;;;;;;;;;3;;;;;
378028;R srath, Stadt;46;17;12;6;4;2;;;;;;;;;;;3;;;;;1;;;;;1
378032;Wermelskirchen, Stadt;54;19;11;5;4;2;;;;;;;;;;;2;;;;;5;6;;;;
382004;Alfter;40;16;7;8;3;;;;;;;;;;;;;;;;;4;2;;;;
382008;Bad Honnef, Stadt;42;15;10;6;3;;;;;;;;;;;;;;;;;6;2;;;;
382012;Bornheim, Stadt;48;20;12;5;3;2;;;;;;;;;;;;;0;;;4;2;;;;
382016;Eitorf;46;16;11;5;9;;;;;;;;;;;;;;;;;3;2;;;;
382020;Hennef (Sieg), Stadt;46;20;13;5;2;2;;;;;;;;;;;;;;;;4;;;;;
382024;K nigswinter, Stadt;52;20;12;4;3;2;;;;;;;;;;;;;;;;11;;;;;
382028;Lohmar, Stadt;40;17;8;11;1;;;;;;1;;;;;;;;;;;2;;;;;
382032;Meckenheim, Stadt;38;17;7;3;2;;;;;;;;;;;;;;;;;7;2;;;;
382036;Much;28;13;8;4;1;1;;;;;1;;;;;;;;;;;;;;;;
382040;Neunkirchen-Seelscheid;32;13;10;5;3;;;;;;;;;;;;;;;;;1;;;;;
382044;Niederkassel, Stadt;38;20;10;4;3;0;;;;;;;;;;;1;;;;;;;;;;
382048;Rheinbach, Stadt;36;17;10;3;3;;;;;;;;;;;;;;;;;3;;;;;
382052;Ruppichteroth;30;16;7;3;2;2;;;;;;;;;;;;;;;;;;;;;
382056;Sankt Augustin, Stadt;50;21;16;5;3;2;;;;;1;;;;;;;;;;;2;;;;;
382060;Siegburg, Stadt;46;22;11;6;2;2;;;;;1;;;;;;2;;;;;;;;;;
382064;Swisttal;42;18;10;5;2;;;;;;;;;;;;;;;;;7;;;;;
382068;Troisdorf, Stadt;52;22;17;4;2;3;;;;;0;;;;;;2;1;0;;;1;0;;;;0
382072;Wachtberg;42;17;10;4;2;;;;;;;;;;;;;;;;;5;4;;;;
382076;Windeck;32;12;14;3;1;1;;;;;1;;;;;;;;;;;;;;;;
554004;Ahaus, Stadt;42;20;9;2;2;;;;;;;;;;;;;;;;;7;2;;;;
554008;Bocholt, Stadt;46;21;13;4;1;1;;;;;;;;;;;1;;;;;4;1;;;;
554012;Borken, Stadt;38;20;8;4;1;;;;;;;;;;;;;;;;;4;1;;;;
554016;Gescher, Stadt;34;14;8;5;2;;;;;;;;;;;;;;;;;5;;;;;
554020;Gronau (Westf.), Stadt;40;17;12;;2;2;;;;;;;;;;;;1;;;;3;1;2;;;
554024;Heek;28;17;11;;;;;;;;;;;;;;;;;;;;;;;;
554028;Heiden;26;14;8;;;;;;;;;;;;;;;;;;;4;;;;;
554032;Isselburg, Stadt;26;11;9;3;3;;;;;;;;;;;;;;;;;;;;;;
554036;Legden;20;10;3;;;;;;;;;;;;;;;;;;;7;;;;;
554040;Raesfeld;28;17;3;3;;;;;;;;;;;;;;;;;;5;;;;;
554044;Reken;28;17;4;3;1;;;;;;;;;;;;;;;;;3;;;;;
554048;Rhede, Stadt;38;19;9;8;2;;;;;;;;;;;;;;;;;;;;;;
554052;Sch ppingen;26;14;2;2;0;;;;;;;;;;;;;;;;;8;;;;;
554056;Stadtlohn, Stadt;34;15;5;2;4;;;;;;;;;;;;;;;;;8;;;;;
554060;S dlohn;26;14;4;2;1;;;;;;;;;;;;;;;;;5;;;;;
554064;Velen, Stadt;26;14;5;2;;;;;;;;;;;;;;;;;;5;;;;;
554068;Vreden, Stadt;34;19;8;3;2;;;;;;;;;;;;;;;;;2;;;;;0
558004;Ascheberg;28;15;6;1;1;;;;;;;;;;;;;;;;;5;;;;;
558008;Billerbeck, Stadt;26;12;7;5;1;;;;;;;;1;;;;;;;;;;;;;;
558012;Coesfeld, Stadt;42;18;8;4;2;;;;;;;;1;;;;;;;;;8;1;;;;
558016;D lmen, Stadt;44;23;13;4;2;2;;;;;;;;;;;;;;;;;;;;;
558020;Havixbeck;26;11;7;6;2;;;;;;;;;;;;;;;;;;;;;;
558024;L dinghausen, Stadt;34;15;8;5;2;;;;;;;;;;;;;;;;;4;;;;;
558028;Nordkirchen;28;13;9;3;1;;;;;;;;;;;;;;;;;2;;;;;
558032;Nottuln;38;16;8;4;2;1;;;;;;;;;;;;;;;;7;;;;;
558036;Olfen, Stadt;32;21;6;;2;;;;;;;;;;;;;;;;;3;;;;;
558040;Rosendahl;26;14;3;2;1;;;;;;;;;;;;;;;;;6;;;;;
558044;Senden;34;18;7;4;2;;;;;;;;;;;;;;;;;3;;;;;
562004;Castrop-Rauxel, Stadt;50;15;20;4;2;3;;;;;;;;;;;;;;;;4;2;;;;
562008;Datteln, Stadt;38;13;16;;1;2;;;;;;;;;;;;0;;;;4;1;1;;;
562012;Dorsten, Stadt;44;21;15;3;2;2;;;;;;;;;;;;;;;;1;;;;;
562014;Gladbeck, Stadt;46;11;22;3;1;3;;;;1;;;;;;;;1;;;;1;1;0;1;1;0
562016;Haltern am See, Stadt;44;17;13;7;2;;;;;;;;;;;;;;;;;4;1;;;;
562020;Herten, Stadt;44;12;23;2;1;2;;;;;;;;;;;;;;;;2;1;1;;;0
562024;Marl, Stadt;48;14;21;2;1;2;;;;;;;;;;;;1;;;;2;1;2;2;;
562028;Oer-Erkenschwick, Stadt;36;9;15;3;1;2;;;;;;;;;;;;;;;;2;2;2;;;
562032;Recklinghausen, Stadt;52;19;20;5;2;3;;;;;;;;;;;;;;;;3;0;;;;
562036;Waltrop, Stadt;36;13;13;3;2;2;;;;;;;;;;;;;;;;2;1;;;;0
566004;Altenberge;26;14;5;5;;;;;;;;;;;;;;;;;;2;;;;;
566008;Emsdetten, Stadt;46;17;12;5;1;2;;;;;;;;;;;;;;;;1;8;;;;
566012;Greven, Stadt;38;14;12;5;2;2;;;;;;;;;;;;;;;;2;1;;;;
566016;H rstel, Stadt;34;18;9;3;1;;;;;;;;;;;;;;;;;3;;;;;
566020;Hopsten;22;10;5;2;3;;;;;;;;;;;;;;;;;2;;;;;
566024;Horstmar, Stadt;22;12;5;3;;;;;;;;;;;;;;;;;;2;;;;;
566028;Ibbenb ren, Stadt;44;16;18;3;2;2;;;;;;;;;;;;;;;;3;;;;;
566032;Ladbergen;22;8;7;4;3;;;;;;;;;;;;;;;;;;;;;;
566036;Laer;20;8;4;3;2;;;;;;;;;;;;;;;;;2;;;;;1
566040;Lengerich, Stadt;32;11;14;5;2;;;;;;;;;;;;;;;;;;;;;;
566044;Lienen;26;11;9;;1;;;;;;;;;;;;;;;;;5;;;;;
566048;Lotte;26;9;11;4;2;;;;;;;;;;;;;;;;;;;;;;
566052;Metelen;20;11;6;;;;;;;;;;;;;;;;;;;3;;;;;
566056;Mettingen;26;9;12;2;1;;;;;;;;;;;;;;;;;2;;;;;
566060;Neuenkirchen;26;14;7;3;;;;;;;;;;;;;;;;;;2;;;;;
566064;Nordwalde;26;14;6;2;1;;;;;;;;;;;;;;;;;3;;;;;
566068;Ochtrup, Stadt;34;12;12;2;3;;;;;;;;;;;;;;;;;5;;;;;
566072;Recke;26;12;5;;1;;;;;;;;;;;;;;;;;8;;;;;
566076;Rheine, Stadt;44;21;13;4;2;2;;;;;;;;;;;;;;;;2;;;;;
566080;Saerbeck;20;10;4;2;0;;;;;;;;;;;;;;;;;4;;;;;0
566084;Steinfurt, Stadt;46;17;12;5;3;2;;;;;;;;;;;;;;;;4;3;;;;
566088;Tecklenburg, Stadt;26;10;11;4;1;;;;;;;;;;;;;;;;;;;;;;
566092;Westerkappeln;26;8;12;3;1;;;;;;;;;;;;;;;;;2;;;;;
566096;Wettringen;22;13;4;;1;;;;;;;;;;;;;;;;;4;;;;;
570004;Ahlen, Stadt;44;16;15;3;2;2;;;;;;;;;;;;;;;;3;3;;;;
570008;Beckum, Stadt;38;14;14;4;2;;;;;;;;;;;;;1;;;;3;;;;;
570012;Beelen;24;7;2;2;3;;;;;;;;;;;;;;;;;10;;;;;
570016;Drensteinfurt, Stadt;32;16;7;7;2;;;;;;;;;;;;;;;;;;;;;;0
570020;Ennigerloh, Stadt;32;13;10;;2;;;;;;;;;;;;;;;;;5;2;;;;
570024;Everswinkel;26;14;5;3;4;;;;;;;;;;;;;;;;;;;;;;0
570028;Oelde, Stadt;32;13;9;3;2;;;;;;;;;;;;;;;;;4;1;;;;
570032;Ostbevern;26;13;5;4;4;;;;;;;;;;;;;;;;;;;;;;
570036;Sassenberg, Stadt;26;13;5;2;1;;;;;;;;;;;;;;;;;5;;;;;
570040;Sendenhorst, Stadt;26;12;8;;2;;;;;;;;;;;;;1;;;;3;;;;;
570044;Telgte, Stadt;32;14;4;11;3;;;;;;;;;;;;;;;;;;;;;;0
570048;Wadersloh;32;18;6;;2;;;;;;;;;;;;;;;;;6;;;;;
570052;Warendorf, Stadt;42;20;10;6;3;;;;;;;;;;;;;0;;;;3;;;;;
754004;Borgholzhausen, Stadt;28;7;8;3;3;;;;;;;;;;;;;;;;;7;;;;;
754008;G tersloh, Stadt;52;20;15;6;1;2;;;;;;;;;;;;;;;;6;2;;;;0
754012;Halle (Westf.), Stadt;38;13;14;6;1;;;;;;;;;;;;;;;;;1;3;;;;
754016;Harsewinkel, Stadt;32;15;10;2;;;;;;;;;;;;;;;;;;5;;;;;
754020;Herzebrock-Clarholz;34;16;6;;1;;;;;;;;;;;;;;;;;8;3;;;;
754024;Langenberg;26;11;3;2;1;;;;;;;;;;;;;;;;;9;;;;;
754028;Rheda-Wiedenbr ck, Stadt;38;20;9;5;2;1;;;;;;;;;;;;;;;;1;;;;;
754032;Rietberg, Stadt;38;17;4;2;1;;;;;;;;;;;;;;;;;14;;;;;
754036;Schlo  Holte-Stukenbrock, Stadt;32;17;6;4;2;;;;;;;;;;;;;;;;;3;;;;;
754040;Steinhagen;34;12;15;4;2;;;;;;;;;;;;;;;;;1;;;;;
754044;Verl, Stadt;38;22;9;4;1;;;;;;;;;;;;;;;;;2;;;;;
754048;Versmold, Stadt;34;13;13;3;3;;;;;;;;;;;;;;;;;2;;;;;
754052;Werther (Westf.), Stadt;36;9;13;7;2;;;;;;;;;;;;;;;;;5;;;;;
758004;B nde, Stadt;40;15;15;5;2;;;;;;;;;;;;;;;;;3;;;;;
758008;Enger, Stadt;34;12;15;5;2;;;;;;;;;;;;;;;;;;;;;;
758012;Herford, Stadt;44;17;16;5;1;2;;;;;;;;;;;;;;;;1;2;;;;
758016;Hiddenhausen;32;11;16;2;1;;;;;;;;;;;;;;;;;2;;;;;
758020;Kirchlengern;34;15;12;3;1;;;;;;;;;;;;;;;;;3;;;;;
758024;L hne, Stadt;44;15;18;4;1;2;;;;;;;;;;;;;;;;4;;;;;
758028;R dinghausen;26;7;14;;1;;;;;;;;;;;;;;;;;4;;;;;
758032;Spenge, Stadt;32;11;12;3;1;;;;;;;;;;;;;;;;;5;;;;;
758036;Vlotho, Stadt;34;12;12;;3;2;;;;;;;;;;;;;;;;5;;;;;
762004;Bad Driburg, Stadt;32;17;6;3;1;1;;;2;;;;;;;;;;;;;2;;;;;
762008;Beverungen, Stadt;32;17;9;3;3;;;;;;;;;;;;;;;;;;;;;;0
762012;Borgentreich, Stadt;26;15;7;2;1;;;;;;;;;;;;;;;;;;;;;;1
762016;Brakel, Stadt;32;17;7;2;1;;;;;;;;;;;;;;;;;4;1;;;;
762020;H xter, Stadt;44;17;14;3;1;1;;;;;;;;;;;;;;;;3;5;;;;
762024;Marienm nster, Stadt;22;11;4;;;;;;;;;;;;;;;;;;;5;2;;;;
762028;Nieheim, Stadt;24;11;9;;1;;;;;;;;;;;;;;;;;3;;;;;
762032;Steinheim, Stadt;26;11;8;2;;;;;;;;;;;;;;;;;;5;;;;;
762036;Warburg, Stadt;38;21;8;3;1;1;;;;;;;;;;;;;;;;4;;;;;
762040;Willebadessen, Stadt;26;15;11;;;;;;;;;;;;;;;;;;;;;;;;
766004;Augustdorf;26;12;8;;1;;;;;;;;;;;;;;;;;5;;;;;
766008;Bad Salzuflen, Stadt;48;17;16;4;3;2;;;;;;;;;;;;1;;;;3;1;1;;;
766012;Barntrup, Stadt;28;11;12;3;2;;;;;;;;;;;;;;;;;;;;;;0
766016;Blomberg, Stadt;32;11;15;3;1;;;;;;;;;;;;;;;;;2;;;;;
766020;Detmold, Stadt;46;13;19;6;2;2;;;;;;;;;;;;;;1;;2;1;;;;
766024;D rentrup;26;11;9;4;2;;;;;;;;;;;;;;;;;;;;;;
766028;Extertal;30;9;9;;5;;;;;;;;;;;;;;;;;7;;;;;
766032;Horn-Bad Meinberg, Stadt;32;10;14;3;1;2;;;;;;;;;;;;;;;;2;;;;;
766036;Kalletal;32;13;14;2;;;;;;;;;;;;;;;;;;3;;;;;
766040;Lage, Stadt;40;14;13;5;2;;;;;;;;;;;;;;;2;;2;2;;;;
766044;Lemgo, Stadt;40;13;12;4;2;2;;;;;;;;;;;;1;;;;6;;;;;
766048;Leopoldsh he;34;13;16;4;1;;;;;;;;;;;;;;;;;;;;;;
766052;L gde, Stadt;26;12;8;;1;;;;;;;;;;;;;;;;;5;;;;;
766056;Oerlinghausen, Stadt;38;11;14;7;4;;;;;;;;;;;;;;;;;2;;;;;
766060;Schieder-Schwalenberg, Stadt;28;8;10;4;3;;;;;;;;;;;;;;;;;3;;;;;
766064;Schlangen;26;10;11;3;2;;;;;;;;;;;;;;;;;;;;;;
770004;Bad Oeynhausen, Stadt;44;16;14;5;1;2;;;;;;;;;;;;;;;;4;2;;;;
770008;Espelkamp, Stadt;38;22;11;2;1;;;;;;;;;;;;;;;;;2;;;;;0
770012;Hille;32;12;13;2;3;;;;;;;;;;;;;;;;;2;;;;;
770016;H llhorst;32;14;14;3;1;;;;;;;;;;;;;;;;;;;;;;
770020;L bbecke, Stadt;38;11;16;3;2;;;;;;;;;;;;;;;;;4;2;;;;0
770024;Minden, Stadt;60;17;24;6;2;3;;;;;;;;;;;3;1;;;;3;1;0;;;
770028;Petershagen, Stadt;32;15;12;2;2;;;;;;;;;;;;;;;;;1;;;;;0
770032;Porta Westfalica, Stadt;40;12;19;5;3;;1;;;;;;;;;;;;;;;;;;;;0
770036;Preu isch Oldendorf, Stadt;26;10;8;2;;;;;;;;;;;;;;;;;;2;3;1;;;
770040;Rahden, Stadt;36;17;9;2;2;;;;;;;;;;;;;;;;;6;;;;;
770044;Stemwede;32;15;9;3;3;;;;;;;;;;;;;;;;;2;;;;;
774004;Altenbeken;28;13;10;3;1;;;;;;;;;;;;;;;;;1;;;;;
774008;Bad Lippspringe, Stadt;42;16;7;4;3;2;;;;;;;;;;;;;;;;10;;;;;
774012;Borchen;28;12;10;3;1;;;;;;;;;;;;;;;;;1;1;;;;
774016;B ren, Stadt;38;22;11;2;3;;;;;;;;;;;;;;;;;;;;;;0
774020;Delbr ck, Stadt;38;24;5;4;5;;;;;;;;;;;;;;;;;;;;;;
774024;H velhof;34;22;6;4;2;;;;;;;;;;;;;;;;;;;;;;
774028;Lichtenau, Stadt;26;14;8;2;2;;;;;;;;;;;;;;;;;;;;;;
774032;Paderborn, Stadt;64;30;14;9;3;;;;;;;;;;;;2;1;;;;2;3;;;;
774036;Salzkotten, Stadt;38;21;8;4;3;2;;;;;;;;;;;;;;;;;;;;;
774040;Bad W nnenberg, Stadt;32;19;11;;2;;;;;;;;;;;;;;;;;;;;;;
954004;Breckerfeld, Stadt;30;14;7;4;2;;;;;;;;;;;;;;;;;3;;;;;
954008;Ennepetal, Stadt;42;11;16;4;2;2;;;;;;;;;;;2;1;;;;4;;;;;
954012;Gevelsberg, Stadt;42;8;26;3;;2;;;;;;;;;;;;;;;;3;0;;;;
