374000;Oberbergischer Kreis;58;41;17;25;20;5;16;9;7;5;2;3;3;2;1;2;2;0;1;1;0;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;2;1;1;1;1;0;;;;;;;;;;;;;;;;;;;;;
378000;Rheinisch-Bergischer Kreis;64;42;22;27;21;6;16;8;8;9;4;5;4;3;1;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;;;;;;;;;
382000;Rhein-Sieg-Kreis;80;58;22;34;27;7;21;16;5;10;5;5;5;3;2;3;3;0;;;;1;0;1;;;;;;;;;;;;;1;1;0;1;0;1;;;;;;;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;;;;;;;;;;;;;;;;;;;;;
554000;Kreis Borken;60;37;23;31;21;10;14;7;7;5;2;3;2;2;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;1;1;0;0;0;0;;;;;;;;;;;;;;;;;;
558000;Kreis Coesfeld;54;40;14;27;22;5;13;7;6;6;4;2;3;3;0;1;0;1;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;
562000;Kreis Recklinghausen;72;48;24;25;24;1;29;15;14;6;3;3;3;1;2;4;2;2;;;;;;;;;;;;;;;;0;0;0;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;3;2;1;;;;;;;;;;;;;;;;0;0;0
566000;Kreis Steinfurt;62;39;23;27;20;7;20;10;10;7;3;4;3;2;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;
570000;Kreis Warendorf;56;36;20;25;18;7;14;8;6;6;2;4;3;3;0;2;1;1;;;;;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;
754000;Kreis GÅtersloh;60;37;23;27;15;12;16;8;8;7;5;2;2;2;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;;;;;;;;;;;;;;;;;;;;;;;;
758000;Kreis Herford;50;40;10;18;13;5;20;17;3;5;4;1;2;2;0;2;1;1;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;
762000;Kreis Hîxter;42;36;6;22;20;2;10;8;2;4;2;2;2;2;0;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;
766000;Kreis Lippe;60;44;16;21;15;6;23;17;6;6;4;2;3;3;0;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;
770000;Kreis Minden-LÅbbecke;60;42;18;22;16;6;21;13;8;6;3;3;3;3;0;2;1;1;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1;1;0;;;;;;;;;;;;;;;;;;;;;
774000;Kreis Paderborn;60;40;20;31;23;8;13;7;6;7;3;4;3;3;0;2;1;1;;;;;;;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;
954000;Ennepe-Ruhr-Kreis;66;46;20;19;16;3;26;14;12;8;4;4;3;3;0;4;3;1;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
958000;Hochsauerlandkreis;54;46;8;28;24;4;14;11;3;4;3;1;3;3;0;2;2;0;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;
962000;MÑrkischer Kreis;66;51;15;27;24;3;21;12;9;5;3;2;3;3;0;3;2;1;;;;1;1;0;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
966000;Kreis Olpe;48;35;13;27;22;5;11;8;3;3;1;2;2;1;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;;;;;;;;;;;;;;;;;;;;;;;;
970000;Kreis Siegen-Wittgenstein;54;40;14;20;15;5;19;13;6;5;3;2;3;3;0;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;
974000;Kreis Soest;66;43;23;29;21;8;19;10;9;5;2;3;3;2;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;0;1;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;4;4;0;;;;;;;;;;;;;;;;;;;;;;;;
978000;Kreis Unna;70;46;24;21;15;6;29;17;12;8;4;4;2;2;0;3;2;1;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;2;2;0;1;0;1;;;;;;;;;;;;;;;;;;
111000;Krfr. Stadt DÅsseldorf;82;56;26;31;26;5;24;14;10;11;6;5;6;4;2;4;2;2;;;;;;;1;1;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;2;0;;;;0;0;0;;;;;;;;;;;;;;;;1;0;1;1;0;1;;;;;;;;;;;;;;;;;;;;;;0;0;0
112000;Krfr. Stadt Duisburg;84;54;30;21;14;7;35;23;12;6;3;3;2;1;1;6;3;3;4;3;1;1;0;1;;;;;;;;;;;;;;;;1;0;1;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;1;1;0;0;0;0;2;2;0;0;0;0;0;0;0;1;1;0;;;
113000;Krfr. Stadt Essen;90;63;27;28;20;8;31;23;8;10;5;5;3;3;0;5;1;4;2;1;1;1;1;0;0;0;0;;;;;;;0;0;0;;;;2;2;0;;;;1;1;0;;;;3;3;0;;;;;;;0;0;0;;;;;;;;;;;;;;;;4;3;1;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;
114000;Krfr. Stadt Krefeld;58;41;17;20;14;6;20;14;6;6;3;3;4;4;0;3;2;1;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;1;1;0;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;0;;;;;;;;;;;;;;;;;;;;;
116000;Krfr. Stadt Mînchengladbach;68;49;19;29;23;6;20;11;9;7;5;2;3;1;2;3;3;0;1;1;0;1;1;0;;;;;;;0;0;0;;;;;;;1;1;0;;;;1;1;0;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0;0;0
117000;Krfr. Stadt MÅlheim an der Ruhr;54;40;14;15;11;4;17;15;2;6;3;3;3;2;1;2;1;1;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;3;2;1;;;;;;;;;;;;;;;;;;;;;;;;;5;3;2;1;1;0;0;0;0;0;0;0;1;1;0;;;;;;;;;;0;0;0
119000;Krfr. Stadt Oberhausen;60;40;20;20;14;6;23;16;7;5;2;3;2;1;1;5;3;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;5;4;1;;;;;;;;;;;;;;;;;;;;;;;;
120000;Krfr. Stadt Remscheid;52;36;16;20;14;6;19;13;6;4;2;2;2;2;0;3;2;1;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;
122000;Krfr. Stadt Solingen;52;38;14;17;13;4;15;10;5;6;3;3;3;3;0;3;2;1;1;1;0;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1;0;1;1;1;0;;;;;;;;;;;;;;;;0;0;0
124000;Krfr. Stadt Wuppertal;66;44;22;19;16;3;19;14;5;10;5;5;4;2;2;5;2;3;2;1;1;;;;1;1;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;3;1;2;;;;;;;;;;;;;;;;;;;;;;;;
313000;Krfr. Stadt Aachen;76;49;27;28;21;7;20;12;8;13;6;7;3;2;1;5;2;3;1;1;0;;;;;;;;;;;;;;;;;;;3;3;0;;;;0;0;0;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;
314000;Krfr. Stadt Bonn;86;58;28;27;22;5;20;10;10;16;8;8;7;5;2;5;3;2;1;1;0;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;3;3;0;;;;;;;1;1;0;;;;;;;;;;;;;;;;4;3;1;0;0;0;;;;;;;;;;;;;;;;;;;;;
315000;Krfr. Stadt Kîln;90;56;34;25;16;9;26;17;9;18;10;8;5;3;2;6;3;3;;;;0;0;0;;;;;;;;;;;;;;;;2;1;1;;;;0;0;0;0;0;0;3;3;0;;;;0;0;0;0;0;0;;;;;;;;;;;;;;;;2;1;1;1;1;0;2;1;1;;;;;;;;;;;;;;;;0;0;0
316000;Krfr. Stadt Leverkusen;52;37;15;17;13;4;14;9;5;5;4;1;2;1;1;2;1;1;2;1;1;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;3;1;3;2;1;1;1;0;0;0;0;1;1;0;;;;;;;;;;;;
512000;Krfr. Stadt Bottrop;54;37;17;15;11;4;26;19;7;3;0;3;1;1;0;2;2;0;;;;;;;;;;3;2;1;;;;2;1;1;;;;1;0;1;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
513000;Krfr. Stadt Gelsenkirchen;66;48;18;14;10;4;34;25;9;4;3;1;1;1;0;3;1;2;3;2;1;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;2;2;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0
515000;Krfr. Stadt MÅnster;72;48;24;25;22;3;19;9;10;14;6;8;4;3;1;4;2;2;;;;;;;;;;1;1;0;;;;;;;;;;2;2;0;;;;;;;;;;2;2;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0;0;0
711000;Krfr. Stadt Bielefeld;66;44;22;20;16;4;20;15;5;11;5;6;2;1;1;5;2;3;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;3;3;1;1;0;0;0;0;0;0;0;;;;;;;;;;;;;0;0;0
911000;Krfr. Stadt Bochum;84;59;25;22;15;7;32;23;9;11;5;6;2;2;0;5;2;3;1;1;0;1;1;0;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0;1;1;0;1;1;0;1;1;0;;;;;;;;;;;;;;;
913000;Krfr. Stadt Dortmund;94;57;37;26;20;6;36;19;17;15;5;10;2;2;0;6;3;3;;;;1;1;0;;;;;;;;;;0;0;0;;;;2;1;1;;;;0;0;0;;;;3;3;0;;;;;;;0;0;0;0;0;0;1;1;0;;;;;;;;;;1;1;0;1;1;0;;;;;;;;;;;;;;;;;;;0;0;0
914000;Krfr. Stadt Hagen;62;46;16;20;15;5;21;17;4;6;3;3;2;1;1;3;2;1;1;1;0;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;1;1;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;5;4;1;1;1;0;;;;;;;;;;;;;;;;0;0;0
915000;Krfr. Stadt Hamm;58;41;17;25;20;5;20;11;9;4;3;1;2;2;0;3;1;2;;;;;;;;;;;;;;;;;;;;;;1;1;0;;;;;;;;;;0;0;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;2;2;0;0;0;0;;;;;;;;;;;;;;;;;;;;;
916000;Krfr. Stadt Herne;60;43;17;15;10;5;27;21;6;6;3;3;2;1;1;4;2;2;;;;;;;;;;;;;;;;;;;;;;2;2;0;;;;;;;;;;2;2;0;;;;;;;0;0;0;;;;;;;;;;;;;;;;1;1;0;1;1;0;;;;;;;;;;;;;;;;;;;;;
